id,class
563464383741702148,0
563464822537216003,0
563464887259496449,0
563466677078077440,0
563466944280408065,0
563469388506877952,0
563481907992596480,0
563481960010350592,0
563481960010371073,0
563481960224264192,0
563481960236859392,0
563481960241053696,0
563481960295583744,0
563482877468241920,0
563509716962144256,0
563510063696846848,0
563511892878979074,0
563512592899911680,0
563513394616344576,0
563516517279465472,0
563516871308087296,0
563517188783345664,0
563542934230818819,0
563543329531375616,0
563544507082235905,0
563545048520744960,0
563545373860315136,0
563576735526957056,0
563577020940967936,0
563577290127183872,0
563577608453902339,0
563578795290918912,0
563715317243736064,0
563715748111974400,0
563718560300531712,0
563718895073116160,0
563754692895715328,0
563755167804166144,0
563756189226250241,0
563798109377925120,0
563855621980565504,0
563876236837912576,0
563876756512202752,0
564106938728710144,0
564107697318940672,0
564108731709788160,0
564109219377332224,0
564118243531436032,0
564126925430353920,0
564128577486979072,0
564128937853190146,0
564129382877245440,0
564129446228021248,0
564129742979223552,0
564169165859069952,0
564169399444070401,0
564169622610403331,0
564169796816621568,0
564170001771270145,0
564171360348282880,0
564172341144330240,0
564172689670021120,0
564172868590645248,0
564173089303310336,0
564173619714994176,0
564177464436355072,0
564177765566402560,0
564178138104483841,0
564178370070458369,0
564179041981186049,0
564179356356853760,0
564179781067866113,0
564182620808806400,0
564208127663284225,0
564208595873435648,0
564209633888174081,0
564210072725626880,0
564223237244981249,0
564223574685143040,0
564224025577005056,0
564225194407903232,0
564226302723383296,0
564226496516984832,0
564230912456421377,0
564241964673925121,0
564242370867118081,0
564262180971749376,0
564265833501700096,0
564273655220166657,0
564274118351011842,0
564277348837494785,0
564277630275305472,0
564278559162650624,0
564279023899910145,0
564279508509802497,0
564281990694707200,0
564447156916846594,0
564452470416347136,0
564453005500493824,0
564453322069774336,0
564453487790915584,0
564453732666966017,0
564454367932059648,0
564454553999773697,0
564454954316726272,0
564455374837665792,0
564455546040754179,0
564460773670281216,0
564461093821501441,0
564461304019025920,0
564461515437121538,0
564461815401558017,0
564462179965886464,0
564462379149189120,0
564462547672113153,0
564465169141481473,0
564465543537627138,0
564466022527148033,0
564466287162556416,0
564467264968085504,0
564468680239493120,0
564471363872636928,0
564473884527697920,0
564474227986677761,0
564474299763810304,0
564474866359738369,0
564484809813028864,0
564485142274514944,0
564485437662576640,0
564485694718889984,0
564485907302993922,0
564486394840489985,0
564487712531415040,0
564487955855572992,0
564488264292122624,0
564493923616190464,0
564495840253718529,0
564501143363928064,0
564502225041379328,0
564533723907895296,0
564534026644365313,0
564534704234176512,0
564535002742812673,0
564536627159003137,0
564537218761375744,0
564537826981601280,0
564591429276545024,0
564591755081707520,0
564592309698711552,0
564593231883538434,0
564594848229900288,0
564595637706964992,0
564597456420098048,0
564597673307561986,0
564597919257337856,0
564601244434456576,0
564601485728567296,0
564603026321588224,0
564604090752061440,0
564604517400862720,0
564604735420776449,0
564607512536571904,0
564631644879847424,0
564635900324245504,0
564636601397960704,0
564639656310890496,0
564640121555656704,0
564640591489662977,0
564641589683691521,0
564796929536569344,0
564797152002465792,0
564797626843799553,0
564807968718614528,0
564808139187306496,0
564852801935646720,0
564853394087501824,0
564853999321370626,0
564854404642119680,0
564854748801548290,0
564854996450017281,0
564856338665046016,0
564857182986842114,0
564858074133831680,0
564874622928052224,0
564874868018016256,0
564875771978604544,0
564879243427864578,0
564883908903182336,0
564884335833014272,0
564884598291582976,0
564884813375496193,0
564885185506725888,0
564885553393332224,0
564886034102489089,0
564886545119731712,0
564886923756331008,0
564887102500765696,0
564887316615802881,0
564887515341914112,0
564887736172023808,0
564887979252928513,0
564904371259854848,0
564904989718368256,0
564905653341151233,0
564907104297697282,0
564910464983785473,0
564912098883293185,0
564914150711635969,0
564930087514939392,0
564930872395042819,0
564951728412311552,0
564951964182523907,0
564954200237289472,0
564955756227596288,0
564956413307260929,0
564973134600613888,0
564990564471279616,0
564991082887262209,0
565005722329817090,0
565008304783380480,0
565011361478881280,0
565012024225062912,0
565012564937961472,0
565024555098312704,0
565178484993978369,0
565192319494680576,0
565194269317541888,0
565196059043844096,0
565225613812711424,0
565278355344621570,0
565280693258031105,0
565282302541180930,0
565282855715344384,0
565283216635219969,0
565292155133259778,0
565294774417358848,0
565295513453740032,0
565302644408090625,0
565304379381915651,0
565307811371167747,0
565386530760720385,0
565390669750231040,0
565526068325384192,0
565526573202145281,0
565549435066015744,0
565550169807396864,0
565554420772241408,0
565563450756452352,0
565680852370468864,0
565681113382023169,0
565682104668028929,0
565682702360526851,0
565683195858149377,0
565744222959972352,0
565744685239377921,0
565748967019802624,0
565881379653566464,0
565881830709006337,0
565886384783622144,0
565887312291057664,0
565887853079437312,0
565888280038608898,0
565889413805142016,0
565890070180147201,0
565894782166130690,0
565895483432763392,0
565904640454037504,0
565905570801020929,0
565906483779366914,0
565907138501804032,0
565907597899726848,0
565908406989357058,0
565913482982195200,0
565913734699155456,0
565914054527426561,0
565915099999653888,0
565915404296413184,0
565918654932340736,0
565934733628944385,0
565935258021806081,0
565936597170794496,0
565938268265406464,0
565976688513671169,0
565977556176732160,0
565991747902136321,0
566005618905866240,0
566006429903904768,0
566007158550962176,0
566034445191233538,0
566054613879504896,0
566057157670367232,0
566074813769187329,0
566075898097434624,0
566076393130192897,0
566076828972879873,0
566078929912340484,0
566079597192564737,0
566079950424244224,0
566080320043110403,0
566080686742720512,0
566081625591513088,0
566082328959524865,0
566083099998445568,0
566083627096629248,0
566084673344786433,0
566085093454671872,0
566098518616449024,0
566098981558566912,0
566295059138490368,0
566295509413818369,0
566295956883128321,0
566308549282631680,0
566309843481280514,0
566316114573926400,0
566316546767597568,0
566317785072939008,0
566338821449478144,0
566342091349843969,0
566361665935912962,0
566362499834843137,0
566363211939602433,0
566363820113657858,0
566393848411090944,0
566394160173690880,0
566394422191865857,0
566394738073292801,0
566395841309450241,0
566396093491998720,0
566396312564682752,0
566396653679030273,0
566397020550619136,0
566397264612974592,0
566397535023935488,0
566397928059588609,0
566405302249984001,0
566405594915938304,0
566405973342818304,0
566406291002630144,0
566406620595240960,0
566407845067755521,0
566417879545819137,0
566481933408817152,0
566490130429378561,0
566490830156730368,0
566491383318315010,0
566492335299502080,0
566492967402086402,0
566493361591181312,0
566493784880340993,0
566494212808404995,0
566494631513178113,0
566495069880852484,0
566495675496407041,0
566495998323589120,0
566496335390457856,0
566619283497549825,0
566627224636256256,0
566700970671751168,0
566703000081547264,0
566708200141881345,0
566715501879910400,0
566738396274372608,0
566752135392415744,0
566815086279286784,0
566816273225375744,0
566817143862218752,0
566817797737422850,0
566818470533160960,0
566824528852967426,0
566825304362983425,0
566981507613335552,0
566981710097563648,0
566983615834124288,0
566983970571579392,0
566989337821065217,0
567009828749320193,0
567010992253452289,0
567011455321391108,0
567012535627313153,0
567014466592575488,0
567015045561712641,0
567015676783517696,0
567016213448892416,0
567020815984513024,0
567027342631919616,0
567027590460735488,0
567027921487818753,0
567029318493024256,0
567029649788506112,0
567030062898114562,0
567030827360329728,0
567031387106971648,0
567031590950154240,0
567032060317941760,0
567033270936674305,0
567033560855371776,0
567034382867656704,0
567034607468417024,0
567034901690462208,0
567035811195916288,0
567036465675120641,0
567037404289048577,0
567037688444747776,0
567039929335566337,0
567046937560375297,0
567050433206566912,0
567072358943318016,0
567072590523400192,0
567073042367389697,0
567073160042803200,0
567073360006221825,0
567073546149441536,0
567073729054638081,0
567074141493141504,0
567074491201630208,0
567074689818693632,0
567076860178071554,0
567077170351046658,0
567077836914040833,0
567078553322147840,0
567078833950437376,0
567079117829312512,0
567079447719710720,0
567079807112843264,0
567080027234123777,0
567080871472017408,0
567081102095835137,0
567081422695845888,0
567082056123826176,0
567082317248618497,0
567082687299481600,0
567083172802748416,0
567083398716334080,0
567083648352927744,0
567083891979063296,0
567120681666478082,0
567133706880446465,0
567135981623443456,0
567205204047581186,0
567350972989468672,0
567351517577900033,0
567351701384876036,0
567359645551849472,0
567360506038480896,0
567361360883748864,0
567363238040322049,0
567364577860411392,0
567365206615932928,0
567384868699398145,0
567396053377236994,0
567397801064022016,0
567398561050943488,0
567433546403282945,0
567433875995901952,0
567440148187459584,0
567476393823326208,0
567477042166263808,0
567489457993953280,0
567490625574936576,0
567491012730175488,0
567535426353631232,0
567539699036585984,0
567544198765629440,0
567573025524961280,0
567577416197885952,0
567580966172909568,0
567581202077347841,0
567706251853721600,0
567706744827035649,0
567714420072005632,0
567734303736356864,0
567735576057491458,0
567757812210495489,0
567758911277510656,0
567762047263379456,0
567762352250945536,0
567762841287061504,0
567763164613332992,0
567765262713298944,0
567815210959908864,0
567816166162350080,0
567816906305970176,0
567817351795621889,0
567818129771868160,0
567821061724590080,0
567821382555340800,0
567827445484658688,0
567841937052459008,0
567842459641769984,0
567843033418321920,0
567843320338124800,0
567843907922354176,0
567844120795828224,0
567883873901625344,0
567904019680608257,0
567932167398899712,0
567937401995132928,0
567939512812244992,0
567941680889860098,0
568105161492533249,0
568106799028510720,0
568106930054365184,0
568108156179451904,0
568110930266951681,0
568165277889794050,0
568190615525003265,0
568208850655916032,0
568240587649867776,0
568271196296331265,0
568271688900542464,0
568272086617075712,0
568272546845437952,0
568272860159979521,0
568273124048764929,0
568273438902611968,0
568273955888324608,0
568277384031375360,0
568414024372654081,0
568426449037709312,0
568426964735770624,0
568480558902337536,0
568482487418163201,0
568539171196780546,0
568541747849998337,0
568543501580808192,0
568546304923549696,0
568546543055159296,0
568546850564763648,0
568548788559679488,0
568559672971497472,0
568569704995897344,0
568571035487834112,0
568571860549373952,0
568582769640476672,0
568583400472207360,0
568583883693764608,0
568584217103179776,0
568584808248393728,0
568585023579779072,0
568585233827647488,0
568585594600689664,0
568586224664883200,0
568588111430578176,0
568831876741214209,0
568832169591701504,0
568832427319099392,0
568832722547838976,0
568833027402440704,0
568833564160077824,0
568940258307387392,0
568942064571850753,0
569353022649671680,0
569353716966387713,0
569592177463992320,0
569593667448483840,0
569594499552268289,0
569294066984202240,0
569597127019466753,0
569625828239106048,0
569626616185253888,0
569628032387846144,0
569635745008193537,0
569658539641167873,0
569659503639023616,0
569659728403410944,0
569660050718871552,0
569660696226435072,0
569661003996139520,0
569662128992301056,0
569663402269736960,0
569663715726921729,0
569664427877773312,0
569665043173761024,0
569680894438432769,0
569687943452819456,0
569688842736775169,0
569878129772081153,0
570027056953565184,0
570028347788361728,0
570084862519947267,0
570295491663151104,0
570295768868884480,0
570296609554227203,0
570296995832832000,0
570297556460285953,0
570357169985441792,0
570367002704891904,0
570394907711397890,0
570395269960896512,0
570438262063435776,0
570438965032910849,0
570648763372408832,0
570649261131460608,0
570958362218618881,0
570978358244216832,0
570978759945252864,0
571157780121276416,0
571161566084603904,0
571165629857660929,0
571167826414678017,0
571168379140059138,0
571168964505522176,0
571169637351579648,0
571170186285293571,0
571355842546569217,0
571356169123397633,0
571356625996349440,0
571356968280961024,0
571357497417555968,0
571358204199768064,0
571358460752695296,0
571461021379899393,0
571471641399586816,0
571471901572407297,0
571472273636376576,0
571485520108240896,0
571485872664653824,0
571488114843107328,0
571774756418031617,0
571775560684212224,0
571776006891032577,0
571776252656287744,0
571776526770835456,0
571776852995403776,0
571777457725960192,0
571777794734092288,0
571778625218863105,0
571779046591184896,0
571779424170864640,0
571911034337804288,0
571911514233311232,0
571911731343069184,0
571913027634651136,0
571913695191646209,0
571914286844399617,0
571915446951157760,0
571915857196007424,0
571916316421963776,0
571916540687216640,0
571923205549522945,0
572051414219816962,0
572051910649257984,0
572053941837430784,0
572059320336056323,0
572060737683648512,0
572062135901032448,0
572075872678641664,0
572076091470303232,0
572076466332045313,0
572078012302155776,0
572078452037177345,0
572252358043824129,0
572253330656788481,0
572290989655633920,0
572291724644466688,0
572292112101720064,0
572292254552862721,0
572967425081147392,0
572967844721381376,0
573625691796692992,0
573628167983779840,0
573628637921984512,0
573629809147805696,0
573630371134210048,0
573632781080662016,0
573633387262447618,0
573945864189669376,0
573946075041550336,0
573946356412256257,0
573946604157165569,0
573946814602211328,0
573947004092469249,0
573947295042920448,0
573947826662604800,0
573948517254746112,0
573949349081710594,0
573950953432313856,0
573951479465144320,0
573951788568571904,0
573959831381405697,0
573969255940542465,0
573971491261259776,0
573973739991257089,0
574000558165512194,0
574001370384109568,0
574002480465342465,0
574002846917509121,0
574003317606477824,0
574003695139979264,0
574004140042407936,0
574004903837704192,0
574008221569978368,0
574009487717068800,0
574010163587231744,0
574010617436106753,0
574011015811104768,0
574011831208935425,0
574012250375086082,0
574013452856897536,0
574015117207076864,0
574017527098929152,0
574017913641787392,0
574018722202939393,0
574023000850178048,0
574025247470456832,0
574026056920797184,0
574026329403731968,0
574026734418317312,0
574191845703471104,0
574192341646364673,0
574192938420305920,0
574193391644250112,0
574194696718671873,0
574196070030278657,0
574197276974829569,0
574301435782807552,0
574308929984860160,0
574309270642028544,0
574311730374815745,0
574313149769248768,0
574313774624063488,0
574315937303678976,0
574321605251239937,0
574325264085184513,0
574358337535377408,0
574359261100158976,0
574371179198185472,0
574422343956570113,0
574423413579649024,0
574468371435032576,0
574470204731719680,0
574550016548675585,0
574586423585587202,0
574587608392581120,0
574587909107376128,0
574588333097005056,0
574590283028938752,0
574591971756371968,0
574610313682685953,0
574636460139151361,0
574636667727806464,0
574641310390337536,0
574644457502461952,0
574648953464995840,0
574655696890802177,0
574656602088697857,0
574656843793858561,0
574657380039831552,0
574658050595799040,0
574658305420718080,0
574658572082024448,0
574658876416466944,0
574659131434344448,0
574659503032958977,0
574662419349286912,0
574665004332412928,0
574673083983785984,0
574673301328396288,0
574679333790351360,0
574679856367017984,0
574681186213085185,0
574681669543702528,0
574682014755909632,0
574682446546870272,0
574682771454455808,0
574683611640692736,0
574684519342694400,0
574685610289446912,0
574687791306575872,0
574688531466973186,0
574688905355624448,0
574689561474785280,0
574690038899863552,0
574691373212794880,0
574694360802947073,0
575516545331429377,0
574697892255940608,0
574699622385364992,0
574709092654059520,0
574717335090540546,0
574723325403881473,0
574724446952423424,0
574729548215906304,0
574730212706930690,0
574731633200263168,0
574736423896526849,0
574739881756258305,0
574740744985952256,0
574741109240262656,0
574750771616423936,0
574751181748051969,0
574752062707101696,0
574753452124848129,0
574755888809910273,0
574756779235483648,0
574757129271164928,0
574757696303316992,0
574757945847640064,0
574758267743703040,0
574759215945752577,0
574760147156758528,0
574762251749486592,0
574762597964115968,0
574765657675296768,0
574765854279127040,0
574766317401591808,0
574766631521406977,0
574772748599173120,0
574773417213173760,0
574773871292719104,0
574776119448109056,0
574777098335715328,0
574777254661595136,0
574777684963770369,0
574778730125508609,0
574779311145644032,0
574781402157162496,0
574781674233274368,0
574784244091781120,0
574784816685674497,0
574787079609024512,0
574788383383289857,0
574788658533785600,0
574789789745971200,0
574791279684362240,0
574791710733037568,0
574792054955339777,0
574792192608243713,0
574792941358608384,0
574794865554259968,0
574800687810281472,0
574801453530808320,0
574801711795081216,0
574802266625961984,0
574802852880609281,0
574803288261951488,0
574803582366560256,0
574803951356268544,0
574804243372101632,0
574804655575715841,0
574805224495300608,0
574805493207580672,0
574807579630546945,0
574888539600486403,0
574889745609703425,0
574890579038859264,0
574890787101507585,0
574891888987086848,0
574893264806920193,0
574894867186249729,0
574895638044745728,0
574912721524682752,0
574913094016610304,0
574913798668075008,0
574914695422869504,0
574915180875804673,0
574916649020600321,0
574917781105192961,0
574920833459597312,0
574932480408444929,0
574932991501164547,0
574933906824126464,0
574934740458827777,0
574935286045507585,0
574937211566608385,0
574937956584062977,0
574942210128379904,0
574943204270694400,0
574947989271150595,0
574948197744816128,0
574949457604648962,0
574950105456869376,0
574950499369144320,0
574950841716621312,0
