,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
22758,23237,3,0,3,0,2,When you see a fat bitch wearing leggings and a belly shirt http://t.co/mN4ZFw3P5G
2366,2415,3,0,3,0,2,@AbstractLife yeah. can't lie tho spitting on a cop car right with their bitch ass in it feels damn good.
17756,18157,3,0,3,0,2,RT @TheoMaxximus: I can post a picture of chrus at like 5 in the morning and the little nigga will favorite and retweet that hoe
9347,9604,3,1,2,0,2,Fukn wit my nicca Luey boi .. Smoking gas .. Jus kickn shit .. #WhereYallAtWitIt
19473,19906,3,0,3,0,2,"RT @kvchef26: ""@xomaryjeanxo: It's my pussy not yours http://t.co/qokhLnXAi1"" I think this gotta be my favorite naked picture ever....damn"
4786,4925,3,0,3,0,2,@Stillmatic_12 @mike_ray7 what a retard
3996,4115,3,0,3,0,2,@MSoltan18 @KoredeB9 the witches took them hoe
7074,7272,3,0,3,0,2,@sportsdude53 haha not you. Just getting shit from everyone else when my second favorite team is the redlegs.....
18686,19101,3,0,3,0,2,RT @brendacoyt_3: @Tonymartinezz15 &#128514;&#128514;&#128514;&#128514;&#128690; rolling deep af &#128072; I even got bitches running after me &#128690;&#128111;&#128514;&#128514;&#128514;&#128514;&#128557;
7540,7754,3,0,3,0,2,"Aint #WCW jus ""bitches i wan fck"" day?"
3679,3785,3,0,3,0,2,"@JohnColeGlover is big cat a ""fat pussy"" joke?"
21645,22108,3,0,3,0,2,Them chicks tried.to put me under the fire lol! I'm not a dirt bag courting with a dumb hoe though.
24193,24697,3,1,2,0,2,lost a couple online matches in nhl14. bitch hit me with her car. dad ate my pizza. just one of those days
15518,15883,3,0,3,0,2,"RT @HoodBibIe: ""Side hoes get no love"" - Thotology 6:13"
12731,13048,3,1,2,0,2,"Man fuck these bitch ass niggas, how y'all doin?"
13685,14021,3,1,2,0,2,"Only people not home right now are nurses, hoes, &amp; niggas tryna hit them hoes&#9996;&#65039;"
17195,17587,3,0,3,0,2,RT @SammyLightning_: Silencer up on that .30 that bitch don't make a sound
23683,24177,3,0,3,0,2,boats 'n hoes &#191;
19489,19922,3,1,2,0,2,RT @lamLilDurk: Black girls hoes cause they fuck niggas for money revenge and dumb shit like that
13486,13817,3,0,3,0,2,Now my side bitch my main bitch cause my main bitch aint feelin me no moe
19150,19576,3,1,2,0,2,RT @iDntWearCondoms: I don't do nothin for no bitch that she wouldn't do for me
8408,8642,3,0,3,0,2,Chances make champions nicca ain't nothing stopping you!
21553,22015,3,0,3,0,2,"The fourth hokage was a little bitch!! Like, nigga can't even take down a bitch ass fox!"
4970,5116,3,0,0,3,2,"@TheRyanAdams word, bird"
21691,22155,3,0,1,2,2,There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.
5531,5689,3,0,3,0,2,@areuseriousrn @harmon_lauren it's okay I'll get bitches on this dick anyway but thanks for the tip
14495,14843,3,0,3,0,2,RT @BrooksHeineman: @YoungPeezyy @512JORGE With me bitch.
17639,18039,3,0,3,0,2,RT @TheBloodShow: Why all these hoes be wearin flowers around they head. I hope a bee Sting they ASS
6101,6278,3,0,0,3,2,"@hotzgeor Kept the border open to disease from Central America, lowest workforce part. % since Carter, yep, a real boon to NC.@ThomTillis"
6395,6578,3,0,0,3,2,"@kfocht735 Nope - got lucky - some washing on the slopes, gonna make it a little rough combining but feeling very fortunate today"
13321,13649,3,1,2,0,2,"Niggas be pressed for pussy, it aint nothing.."
5608,5767,3,1,2,0,2,@big_business_ lmao dog just type them out and let them faggots try to decipher it.
11552,11846,3,0,3,0,2,"If my bf posts a pic of my daughter, just like it and keep scrolling. Your comments aren't necessary. Yes bitch, I know she's cute."
15334,15697,3,0,3,0,2,RT @GeeZzzus: Don't no woman want a man that acts like a bitch
8093,8318,3,0,3,0,2,Bitches think they're slick but no matter how hard they try and hide it we can still tell if they're hoes or not
21192,21651,3,0,3,0,2,Stunt on these hoes like&#128514;&#128514;&#128175; https://t.co/E35Igelt4w&#8221;
4878,5019,3,0,3,0,2,@ThadIsReal we in dis hoe. Imma get her too lmfaoooo
3804,3913,3,0,3,0,2,@Kenny__Wright @itsfrankybitch @Amber_Nicole_21 @Kush_Boy420 @yoPapi_chulo you cant call someone a fag if you're snuggling up with guys
8771,9015,9,0,9,0,2,Doing her thang for you shoutout that real bitch
19875,20316,3,0,3,0,2,"RT @queenallyssa: When your man call you a bitch when y'all arguing he don't think you really a bitch, you just actin like one"
6486,6669,3,2,1,0,0,@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u
21191,21650,3,0,3,0,2,Studying for this bio test like a hoe &#128554;
18729,19144,3,0,3,0,2,"RT @causeweregirls: Bae: ""Go talk to your hoes""

Me: http://t.co/kKk5pSBv9F"
7663,7879,3,0,2,1,2,All you ofay got left is da Oscars. Better Enjoy dat before us colored folk get dat too!
24632,25143,3,0,3,0,2,ugh&#8230; the bitch name was Leather&#8230;
12585,12898,3,2,1,0,0,Lol Nicca dime game got soo much clout niccas goin to da store to buy sum dice
23103,23587,3,0,0,3,2,Yanks won't make the playoffs but we ain't in the AL basement. That's the Red Sox position:http://t.co/f7HXNDz1hy&#8221;
10489,10767,3,0,3,0,2,"I hate when a girls all ""I'm single and I do single shit (be a lil thottie) cuff me if you have a problem"" like bitch I'll RKO your ass"
15091,15448,3,0,2,1,2,RT @EWErickson: To recap: Dem Governor candidate in SC calls the GOP candidate a whore. TX-Dem Gov. candidate mocks the GOP candidate&#8217;s di&#8230;
14630,14980,6,0,6,0,2,RT @CauseWereGuys: You're a pussy http://t.co/Ufrr2RdcXm
7546,7760,3,3,0,0,0,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans &amp; trailer park trash white girls."
19807,20247,3,0,3,0,2,RT @ortiz_jaylene: It's 2:20 and me and Bruno still up in this bitch lol
21276,21737,3,0,0,3,2,Taking out a second mortgage and betting it all on the Yankees winning the World Cup. They win a lot; seemed like a no-brainer to me.
8955,9202,3,0,3,0,2,"Especially dem souf niccas, dat shit was outrageous"
23158,23642,3,0,2,1,2,"Yes lawd &#171;@JusDahl God took extra time on you... &#8220;@jaleesaraex: ""you have lips like kylie jenner""
...bitch I'm black http://t.co/zj2Guu0pCM"
16997,17387,3,0,0,3,2,RT @RTGIFS: DOMINIQUE Made Larry bird do a 360 lmaooo http://t.co/Vs6e3Z0C2u
14189,14530,3,0,3,0,2,RT @AndyyDotCom: You gotta be a weak bitch to let a couple tweets get you out of character.
8836,9081,9,0,9,0,2,Dont fuck wit broke bitches
16525,16904,3,1,2,0,2,"RT @MrNBAallday: Kobe calls Dwight Howard a ""bitch ass nigga"" &#128514;&#128514;

https://t.co/9l5E8kKW7D"
19112,19537,3,0,3,0,2,RT @hollywood_trey: fuck that. she better laminate my face. RT @RichHomieRoya: You&#8217;re a grown man and think eating pussy is emasculating?
12507,12819,3,0,3,0,2,"Lmao wack ass rappers stay mad, make better music then little bitch. RT @FreddieGibbs: @Bjames055 get on the suck my dick list"
17149,17540,3,0,2,1,2,RT @Ryder_LetsGetIt: &#8220;@ItsNotHarold: I say if a girl got 7 bodies or more and she 20 or younger she a hoe&#8221; ON GANG !
22274,22745,3,0,3,0,2,Truth be told ...that's all my pussy &#128175;
2340,2386,3,0,3,0,2,"@7aidualc9 u said ""@ me hoe"" &#128514;&#128514;&#128514; so I did..."
9381,9639,3,0,3,0,2,Gasoline RT @_____0__o______: 12. What did the last pussy you had taste like?
2913,2984,3,0,3,0,2,@CsSalazar15 yeah bitch hit me up when you get friend zoned Brody &#128076;&#128175;&#128175;
22494,22969,3,0,3,0,2,Watching Forrest Gump has taught me that these bitches wanna hoes until they're tired
21368,21830,3,0,3,0,2,That bitch got 5 million boyfriends
7004,7200,6,0,6,0,2,@seductiveally @sunstylesshinex oh now your bitch ass wants to reply back after 3 days bitch bye
24616,25127,3,0,3,0,2,tryna get grey to call off work but he's being a bitch lol
20032,20475,3,1,2,0,2,RT @slimthugga: U a nurse &#128514;RT @Blaccstone: @slimthugga you a clown boy You music is trash.... I dare you say something back I bury your Bit&#8230;
6227,6405,3,1,2,0,2,"@jayboogie_16 yeah, SOME NIGGAS are straight bitches."
11788,12087,3,0,3,0,2,Imma limit my association with these grade f bitches next year on my life just gone be me and a few ppl don't got time for the BS frfr
10590,10869,3,0,0,3,2,I just put down a pan of brownies
20320,20766,3,1,2,0,2,RT @willyroast2: Ratchet hoes wear flip flops that curl up and turned black like souls of slaves walked in them
9394,9652,3,0,3,0,2,German gay guy left in critical condition after being fag bashed in Belgrade http://t.co/6hOFBlxAuL
18869,19287,3,0,3,0,2,RT @ddictedToHoes: when a bitch twerking on you in the club and you peep the change in her pocket http://t.co/xQYJbKZAnv
7207,7412,3,0,0,3,2,@truckpartstores Intended to get pics but didn't have time.. Must be a mud race/event here this weekend.. Is like a redneck convoy out there
13483,13814,3,0,3,0,2,Now don't you hate them ol... Lyin ass hoes... Smilin in ya face wearin her best friends clothes
18053,18457,3,1,2,0,2,"RT @WhenEminemSaid: When Eminem said ""Call me a faggot, cause I hate a pussy"" http://t.co/emkB7oSgqD"
2477,2528,3,0,3,0,2,@Ari_Tweetz lol na bitches like crazy if the D good &#128064;
8674,8915,3,2,1,0,0,"Dear Utah Polynesians: Again, stop acting black and speaking ghetto. Speak FOB, you ain't no ghetto niggaz."
19338,19767,3,0,3,0,2,RT @jcash___: Bradshaw ain't no hoe
18538,18947,3,0,3,0,2,"RT @alexiswoa_: "" now i know why niggas have sides, my bitch boring """
21308,21769,3,0,3,0,2,"Tell them hoes ""I'm all friended out"""
4558,4692,3,0,3,0,2,@RobinColdiron those god damn bitches smh run away!!!
17664,18064,3,0,3,0,2,RT @TheFakeESPN: Rutgers terminated Mike Rice's contract by repeatedly calling it a cunt while hurling balls at it until it finally kill ...
7904,8125,3,0,3,0,2,Bad bitch http://t.co/XSpkccaypi
20910,21361,3,0,3,0,2,Smoke sum bitch
24777,25290,3,2,1,0,0,you're such a retard i hope you get type 2 diabetes and die from a sugar rush you fucking faggot @Dare_ILK
21827,22293,3,1,2,0,2,These niccas sangin on dey partnas witout a Grammy award
22795,23274,3,0,0,3,2,Whipped http://t.co/EFSVjPqrwq
24452,24959,3,0,3,0,2,somebody put a sticker on my dogs cheek &#128530;&#128574; bitch
7039,7236,3,0,3,0,2,"@sizzurp__ @bootyacid @ILIKECATS74 @yoPapi_chulo i bet you are, faggot."
14992,15348,3,1,2,0,2,RT @Dhet_Btchh: Hoes really be having built up animosity towards you for no reason. Like what's your problem bitch? Fill me in cuz I'm lost&#128554;
6021,6192,3,1,2,0,2,"@ghostattics translation: ""i like how i dont really have to think about it"" or ""i dont think queers deserve a happy ending"""
11489,11782,3,0,3,0,2,"If Drew Stubbs were a pimp, he couldn't even hit a hoe."
1126,1151,3,0,3,0,2,"&#8220;@Banqq_Jayy: ""@1Jayee: &#8220;@ItsKeeJay: I can't remember all the girls I've smashed &#128563;&#128584;&#8221; On God.&#128588;""hoe shit&#8221; Not technically, it takes &#9996;&#65039;."
3939,4055,3,0,2,1,2,@LittleNamms stick to the court hoe
7308,7516,3,0,3,0,2,@wodaeeex3 lol Duhh but ima get my neck tomorrow so dont be mad hoe
24298,24802,3,0,0,3,2,"note to self: boiling water hot, monkey brain"
6634,6820,3,1,2,0,2,"@mariaisab3lla at that point, just call me nigger."
21124,21579,3,1,2,0,2,Speaking of. RT @KingHorseDick: A lot of them backpage hoes don't like fucking black guys so I never went thru with it
15137,15495,3,2,1,0,0,"RT @ExquiZiteBeauty: &#128584;&#128584;&#128584; RT @iDocLyfe: Gave her that ""move it lil nigger"" push smh.. http://t.co/eYbWLVukim"
24754,25267,3,0,3,0,2,"you are a hoe, hoe, &amp; a hoe."
22184,22653,3,0,3,0,2,Tick tack toe linin' up yo hoe
1669,1704,3,0,3,0,2,&#8220;@__thaRealist: &#128530; dis hoe BRI will fuck up a wet dream&#8221; Pop up in the dream like http://t.co/aSiQg6EBPb
21003,21454,3,0,3,0,2,So...Hello Kitty is really a Chicken Boo bitch?
21899,22366,3,0,0,3,2,Thing that made me feel old today: Tori Amos is 50.
8176,8403,6,0,6,0,2,Breaking yo bitch like a KitKat nigga
938,958,3,0,0,3,2,&#128027;=&#128176;&#128184; &#8220;@GOALSminded: its true that the early bird.. gets the worm first!&#8221;
21475,21937,6,2,4,0,2,Thats some hoe shit doe
21806,22272,3,0,3,0,2,These hoes out here beefing bout as important as these hoes out here queefing. Y'all blowing vaginal wind back &amp; forth. STFU &amp; GET MONEY!
17009,17399,3,0,3,0,2,RT @RaeRecum: These hoes ain't shit &#128514;&#128514;&#128175;
3898,4012,3,0,3,0,2,@Leelucas_ @prettykells bitch you didn't feed me. You asked my to buy you a burger &#128514;&#128514;&#128128;
15933,16302,3,0,3,0,2,RT @KINGof334MOBB: Skinny girls pussy be good den a mf u don't feel nothing but pussy. + 100 points on the board for skinny girls.
6744,6932,3,0,3,0,2,@mynamesryann @Caroline_Poe called her a cunt too
7919,8140,3,0,3,0,2,Bad bitches in the pen make my toes curl
12710,13026,3,0,3,0,2,Make your first impression with me the best or like Nino Brown ima cancel that bitch
12989,13308,3,0,3,0,2,My bitch won Ralphy for me. Thanks &#128139; http://t.co/AAKwohDfGv
6156,6333,3,0,3,0,2,@ileny13 @GiselleMaryy fuck up hoes!
3312,3398,3,0,2,1,2,@GrizzboAdams @wyattnuckels ight this Friday nig
479,487,3,0,3,0,2,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably"
1596,1631,3,0,3,0,2,&#8220;@Untouchable_T: Never seen so many perfect bitches til I made a Twitter &#128564; but &#128056;&#9749;&#65039;&#8221;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;
19278,19707,3,0,3,0,2,"RT @itsDorry: Attractive girls are always the most insecure... &#128589;

While these Shrek looking bitches, walk around thinking their the shit &#128129;"
13608,13943,3,0,3,0,2,Omg this bitch just said some shit
19787,20227,3,0,3,0,2,RT @officialmckell: &amp; ima eat that pussy all filthy &#128525;
13651,13986,3,0,3,0,2,One thing I love about my relationship is we have an understanding that we don't like cute shit. Cute is for the birds.
22693,23171,3,1,2,0,2,"When did gum get so soft, you sons of bitches."
10679,10959,3,0,0,3,2,"I like to mock Apple, but I'm legitimately interested to see what their wearable looks like."
10038,10311,3,0,3,0,2,I based niggas on how they bitch look &#128514;&#128514;&#128514;
14826,15181,3,0,3,0,2,RT @CurrenSy_Spitta: And if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly..
8473,8708,6,4,2,0,0,Chris Bosh bout to disgrace the trophy like a real faggot smh
13408,13739,3,0,2,1,2,"No time for chasing after someone is like turning up off wine coolers, you look like a bitch when you really think about it lol"
10379,10657,3,0,3,0,2,"I got so many horses , all the hoes say that its gorgeous ... 

In tha air dats where my doors issssss"
8839,9084,3,0,0,3,2,Double Stuff Oreos mane say
16411,16784,3,0,1,2,2,RT @McNarstle: @CzickenShack I go on Drudge Report every day now hoping to see a story about your tranny army
11805,12104,6,2,4,0,2,In reality lame niggas and corny niggas get bitches bc it's sooo many of dem niggas nbs lol
18246,18651,6,0,6,0,2,RT @_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy lmfao bitch was I talking to you &#128514;&#128514;&#8221;but I'm talking to you in my bubba voice &#128514;&#128514;&#128514;&#128128;
19502,19935,6,0,5,1,2,RT @leandr321: Lowkey have no hoes and my life is an L
21412,21874,3,1,2,0,2,That nigga john ain't ah Real older nigga Forreal.. He let Vick brotha bitch out on maplerow
5715,5879,3,0,3,0,2,@chanelisabeth fuck yo bitch ass then
1786,1823,3,1,2,0,2,&#8220;@iamSHIRAQ: @WhereYoHussleAt @CayMarieee yall partners in crime&#8221; that's my bitch she can't ride solo
11901,12205,3,0,2,1,2,It prolli seem like I flirt but iont want none of y'all hoes &#128514;
12586,12899,3,0,3,0,2,"Lol RT @HURRICANESENSEI: @viaNAWF ""Just need to know what that pussy like so one time is fine with me"""
24507,25014,3,0,3,0,2,the big lips was in the ad bitch
7478,7690,3,0,3,0,2,AHHH karmas a bitch
18785,19201,3,0,3,0,2,"RT @collegefession: ""I rub orange peels on my dick before I go out cuz I don't want these bitches to catch a cold. #VitaminSemen"" - Prairie&#8230;"
5718,5882,3,0,3,0,2,@charlieecai ok!!!!! Stupid bitch
19295,19724,3,0,3,0,2,RT @itskingdee: @1inkkofrosess fuck them hoes! I have bigger problems like do you ever cook at your house lmao
9415,9673,3,0,3,0,2,"Gettin a lil midnight snack, best po-boys in town Genes with my nigs @yungnaughti and nick_swag_is_504 http://t.co/HHom4NxAKd"
8040,8265,3,1,2,0,2,Bitch and who the fuck r u am speak when the fuck I feel like it and stop a pussy ass Nigga and box the fuck up
22275,22746,3,1,2,0,2,Truth is @MaxOn_MaxOff5 ate yellow snow as a child..
883,902,3,0,3,0,2,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | hairy pussy http://t.co/Ntg2b0qDmx"
543,552,3,0,3,0,2,"""Remy Machiavelli send shots to ya belly"" &#128553; my bitch &#9994;"
15336,15699,3,0,3,0,2,RT @GeorgeCarlinSez: My uncle taught me abt sex. He said 'The birds fuck the bees.' Then he told me he banged a girl so hard her freckles c&#8230;
8798,9042,3,0,3,0,2,Don't get a mf attitude bitch. I'm not about to justify shit.
16914,17301,3,0,3,0,2,"RT @PoeticGenius19: You go back and forth with a girl, youre a ""bitch"" you let her disrespect, youre a ""bitch"" LOL"
17753,18154,3,0,3,0,2,RT @TheeRealGemini: Listen here &#8220;@verbally_abrupt: Bitches cheat on they bitch... But be SOOOOOO HURT when they bitch cheat back.&#8221;
11741,12040,3,0,3,0,2,Im never cuffin unless my bitch grown or act grown. I can't deal wit lil girls nbs
17994,18398,3,1,2,0,2,RT @VinLaden2_: Niggas get married and start dissin single bitches smh RT @A2daO: You bitches want allowance and $200 dates and still singl&#8230;
14294,14636,6,0,6,0,2,RT @BallOut057: @1stBlocJeremiah this bitch think look like Rihanna ? &#128514;&#128514;&#128514;&#128557;&#128557;&#128557; http://t.co/o7Q3CMDPnt
4919,5065,3,2,1,0,0,@TheErniie You're a little bitch.
15712,16080,3,0,3,0,2,"RT @JMuggaaa: ""@TheKaosYatti: &#8220;@JMuggaaa: Not looking for love, one day it'll find me. Until then.....&#8221;Keep fuckin dese hoes&#128540; yolo""&#128553;&#128514; I ain&#8230;"
13005,13324,6,1,3,2,2,My cat is fighting the street cat carry through the glass in my room. What the hell. #stfu #pussies
23243,23727,3,1,2,0,2,"You are a BOY you DONT say ""clutch"" fag ass. That's that bitch shit lingo tf."
20472,20918,3,0,0,3,2,Ravioli stuffed wit lobster nd a nice stuffed clam #eating betterthanamobster http://t.co/PzdoESaR
23696,24190,3,0,3,0,2,"but i do know one thing though, bitches they come they go, Saturday through Sunday monday, monday through sunday yooooo #superman"
1977,2017,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/ZsAAzFL0p5
10795,11076,3,0,0,3,2,I need to pick between two wigs. The agony. ;__; My cute multi-colored bob or my red Stevie Nicks curly one?
17479,17876,3,0,0,3,2,RT @SunSentinel: The @SunSentinel Editorial Board endorses Charlie Crist for governor -- Better for Floridians http://t.co/t21z2YBZlQ http:&#8230;
10336,10614,6,0,6,0,2,"I got 99 problems and a bitch ain't one...
She's all 99, I think I need a sub machine gun #gratata"
4457,4589,3,0,3,0,2,@QueenIttyBitty lmfao I wasn't scanning anything..the fat hoes was hittin me up
14134,14474,3,1,2,0,2,RT @AlexDavisRaps: fuck. I forgot to wear a belt. i'ma feel like a coon all day now.
2160,2205,3,0,0,3,2,*waits for Fanduel to hit me with the jig*
7820,8040,3,2,0,1,0,As always Eli has the stupid hick hayseed look on his face Giants fans kill yaselves it's gonna be a&#8230; http://t.co/JcYZzMKCfu
990,1012,3,1,2,0,2,&#128514;&#128514;&#128514; played that nigga smh &#8220;@sexualgifss: bitches are so shady... oh my god &#128514;&#128514; http://t.co/1VhC9LqsKg&#8221;
19357,19786,3,0,0,3,2,"RT @jewtanski: When you has a frownie, eats a brownie"
22988,23469,3,0,2,1,2,Would you drink with a nigguh? Do you smoke weed?
23855,24352,3,0,3,0,2,givenchy my toes and my bros and my hoes
5434,5592,3,0,3,0,2,@_tiffanycarter bitch... Im mad at you for slapping me &#9995;
22251,22721,3,0,3,0,2,Touchdown hoe ... touchdown hoe!!!!!
21894,22361,3,0,0,3,2,"They were taking a picture and I saw a bird fly past and I was like, oh bird! @HeidyPalma21"
11513,11806,3,0,3,0,2,If I'm sharing my nigga with every other bitch why tf do I want him. He ain't no longer special. The heck.
16597,16978,3,0,3,0,2,"RT @NabilAbuAmirah: @SteveWorks4You gave themselves, when the bakers took pay cuts that killed the Twinkie. Tell the fucking truth for once&#8230;"
15840,16209,9,0,9,0,2,RT @JoeBudden: Women all over America are overstating the value of pussy.
24689,25201,3,0,2,1,2,why are people acting like they didn't know hoe allen was going to the cavs 6 months ago?
11596,11890,3,1,2,0,2,If u bad niggas a really play nice to get to the pussy then... that ass gone &#128514;
510,519,3,0,3,0,2,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry"
10129,10402,3,0,0,3,2,I can't sleep so ima watch Spongebob and eat crackers and peanut butter
18162,18567,3,0,0,3,2,RT @Yankees: Were you expecting anything short of fireworks in his final homestand? #FarewellCaptain http://t.co/5nTacrQ43m
8348,8578,3,0,3,0,2,"Can't let nobody play my gta, bitches like using up all ya ammo n gettin ya dude kilt by the cops"
18426,18835,3,0,3,0,2,RT @_ashwhole: &#8220;@TerryLee__: &#8220;@______0__o_____: RT &#8220;@iHitModelsRaw: *hits blunt* https://t.co/WiqgnDXgNM &#8221;&#8221; this hoe thought she was so dee&#8230;
9243,9499,3,0,3,0,2,Fuck bad bitches
8194,8421,3,0,3,0,2,"Broke bitches that talk shit, now them the bitches I stunt for &#9994;"
839,857,3,0,3,0,2,#illNeverUnderstandWhy anyone from Jersey Shore is famous. I should go be a guido shitbag if it means money for my family.
19609,20045,3,0,2,1,2,RT @machinegunkelly: Tbt: I tried on French's outfit for the Freshman cover at that shoot high as fuck off weed brownies&#8230; http://t.co/HKiWy&#8230;
21318,21779,3,0,0,3,2,Terrifying. #leprechaun http://t.co/447wgkSVVG
3957,4074,3,0,3,0,2,@Lord_Fernandooo stfu nigguh I've been reading the manga for the longest and you know that
4839,4979,3,0,3,0,2,@T_FLYE you a hoe for that I'm rolling &#128514;&#128514;&#128514;&#128514;&#128514;
4889,5031,3,1,2,0,2,@ThatAssholeAlan nick background my nigger
21342,21803,3,0,3,0,2,Thanksgiving early hoe http://t.co/A29MLLX62B
762,775,3,2,1,0,0,"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome"
16583,16963,3,0,0,3,2,RT @NBCSports: THIS JUST IN: Yankees P Michael Pineda is ejected from game after substance found on his neck http://t.co/7c3ekGdoVB http://&#8230;
20221,20666,3,1,2,0,2,"RT @traplord_: Ridin round blowin loud, fuck hoes by the crowd. RT @1TAKEHOV: Lil Reese's verse on My Lil Niggas is a str8 hip hop classic"
4840,4980,6,1,4,1,2,@T_FLYE you got some more hoe
20571,21018,3,0,3,0,2,S/O @HorseNuts_Clark for keeping me sane when I'm a cunt
24141,24643,3,0,3,0,2,leaving no hope for these hoes.
7076,7274,3,0,3,0,2,"@sprayinpray I recall you telling one of the Apollo teachers you hoped her baby came out retarded , and it did ... #AssholeOfTheYear lol &#128514;"
1142,1167,3,2,1,0,0,"&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi"""
11655,11951,3,0,3,0,2,"If you like the 24k gold rillos, your a pussy"
6189,6366,3,1,2,0,2,@itsjustmexo ur a cunt nd a wish a was a faggot
12203,12514,3,0,3,0,2,Karma sure is a bitch. Lol
16731,17116,3,0,3,0,2,RT @O3_Millz: I wonder if mfers gon be mad I took they bitch &#128064;&#128514;&#128514;
11920,12224,6,0,5,1,2,It's Some hoes out here tonite &amp; I got Shawty wit me
22466,22941,3,1,2,0,2,"Walk up to your house, knock on the door and blow your ass off. Drop it off, drop it off, bitch I got a sawed off!!"
12796,13113,3,0,3,0,2,Me &amp; Elizabeth are down bitches.
5461,5619,3,0,3,0,2,@abbywiseman1 haha you were that bitch on our team &#128521;
17284,17679,3,0,3,0,2,RT @SheWilI: When you go to a college party and you don't see any bitches http://t.co/ACUT5eT3tU
5156,5308,4,1,3,0,2,@WolfgangAbedeus @NickFilancia80 @clair3ismon3y You can tease this dick faggot
1801,1838,3,0,3,0,2,&#8220;@jama_jam I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol&#8221;
4756,4895,3,0,3,0,2,@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee
11295,11584,3,0,0,3,2,I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta.
19512,19946,3,0,0,3,2,RT @lexxxilove: I wake up in the middle of the night and chug the orange juice straight from the bottle. Sorry mom.
