,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
17362,17757,3,0,3,0,1,"RT @SochittaSal: I got drugs and hugs for you, bitch."
2688,2752,6,0,6,0,1,@Briscoefunnyguy @_KaeeJones I gotta see that hoe in person cause I'm sleeping on that hoe for now
12306,12618,3,2,0,1,0,Lakers are trash right now.
11427,11720,3,0,3,0,1,I'm up bored denna bitch
23051,23534,3,0,3,0,1,Y'all trying to use The Lord to sell pussy on this corner... I already know!
2297,2342,3,2,1,0,0,@05proFESSOR I bet he's a Starbucks queer
2689,2753,3,0,3,0,1,@Briscoefunnyguy @_KaeeJones da fuck that hoe look sad
10387,10665,3,0,3,0,1,"I got the streets ina headlock, i got yo bitch ina leg lock!"
22330,22801,3,0,3,0,1,U bitches still fuccin bush
10020,10292,3,0,1,2,2,I am extremely sad to have to admit that some of the best 21st century Arabic rhymes have been written by Jihadis
19697,20134,3,2,1,0,0,RT @mitchmancuso: @BrantPrintup:What straight guys take a picture of themselves naked in a hot tun.What fags @jakesiwy @Ryan_Murphy3 @Randy&#8230;
7422,7633,3,0,3,0,1,A down bitch for a real nigga
1951,1991,3,0,0,3,2,"&#8220;@wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.&#8221; @LayaFace"
7528,7742,3,0,3,0,1,Ain't nobody up .. TL slick dead .. Other than the females bashing niccas early dis morning lol
12232,12543,4,0,4,0,1,"Kierstens a bitch. Squid hands, squid hands&#128025;"
21986,22453,3,0,3,0,1,This bitch kicked me out
3371,3458,3,0,2,1,1,@Herman_NYRBlog he's am has no clue #heeb
23520,24011,3,0,3,0,1,Yuu Hinouchi gets fucked by two guys until she gets her pussy&#160;creamed http://t.co/ElXktXI1Lv
24302,24806,3,0,0,3,2,o unpunished. This has been the view for many thousands of years in civilised and uncivilised society.
14192,14533,3,0,3,0,1,RT @AngelLongoria1: Neymar fell like a bitch
21365,21827,3,0,3,0,1,"That bitch crazzzy &#128514;&#128514;&#128514;&#128514; #1976 pussy, #fixit !!! #Scandal"
1019,1042,3,1,2,0,1,&#128530; RT @coldhearted9_: &#8220;@11wdNICK: Still can't see what niggers see in them white hoes....&#8221;&#128563; don't do this everrrrrr
4848,4989,3,2,1,0,0,@Tanner_Harris_ I've been knowing fag
3104,3182,3,0,3,0,1,@Eddie_Sativa87 pussy.
17602,18001,3,0,3,0,1,"RT @Thad_CastIe: A MILF is a sexy ass mom over 35. If you're 20, you're just a bitch with a baby."
3862,3973,3,0,3,0,1,@Kvrmaa_Trill @StudyFN @VLzed says the scrawny nigger.
18753,19168,3,0,0,3,2,RT @chicagobulls: Coach K says players won't need motivation to get back on track following Paul George's injury; rather they'll play to ho&#8230;
24108,24609,6,0,6,0,1,it's gotten to the point where I literally don't care and I'm gonna start punching bitches if they don't move in the hallway
3832,3942,3,0,2,1,1,@KingHorseDick we gotta find this hoe
14916,15272,3,0,3,0,1,"RT @DamnitCorn: ""Chunky girl seeks Studly man for nasty sex"" in my head I was like ""this bitch may have well emailed me directly for this s&#8230;"
1995,2035,3,0,3,0,1,&amp; I MOST DEFIANTLY WILL NOT let no bitch who FW a nigga I ALREADY HAD get the best out of me &#128514;&#128557; Fuccin wit my Hand-Me-Downs &amp; shit
8431,8665,3,0,0,3,2,Charlie Sheen never disappoints.
15936,16305,3,0,1,2,2,"RT @KNegandhiESPN: That Peppers slant was a genius/crazy call. Genius if he catches it. Crazy if he drops it, then blow a TO, then get sack&#8230;"
9823,10090,3,0,0,3,2,Highhhhh watching dawn of planet of the apes #StonerNation #LifeComplete
22095,22563,3,0,3,0,1,This man Wimp gotta be drunk he know damn well he dont fw no hoes!! &#128514;&#128557;
20607,21055,3,0,3,0,1,"Same hoes with they ass out tonight gonna be singing ""Jesus Loves Me"" in the morning"
325,330,3,0,3,0,1,"""@djsliime: That long distance shit wack I knew the bitch was cheating""- uh oh"
851,870,3,0,2,1,1,#nationaldoughnutday bitch GET AT ME &#127849; http://t.co/5FJForyY2e
20285,20730,3,0,0,3,2,RT @vexedmentals: draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati&#8230;
4754,4893,3,0,1,2,2,@Stephicans mhmm tweet bird &#128037;
11426,11719,3,0,3,0,1,I'm up and at it before the birds wake up so you can't tell me shit.
1887,1926,3,0,3,0,1,&#8220;@sabdaddyy: Shine on them hoes http://t.co/xOurnvvaYP&#8221; look at my baby daddy
11192,11479,3,0,0,3,2,I'm Pregnant Charlie Brown! #WorstPeanutsSpecialEver
16665,17049,3,1,2,0,1,RT @NoBeeetch: @TommyReaINigga bitch don't nobody care
6758,6946,3,0,3,0,1,"@neiltyson Neil, have you heard that scientists have discovered that, in fact, bitches do be trippin?"
5083,5234,3,0,3,0,1,@VRTWxrk_Flash @yungchipotle young based god in Olympics stay fuckin bitches
21164,21621,3,0,3,0,1,Still waiting for oomf to hit that hoe lololol
6644,6830,6,0,6,0,1,@mauriokart wtf is ur tumblr bitch
22726,23204,3,0,1,2,2,"When people really think I'm Asian I get offended,
Even though I make fun of my gook self"
21742,22206,3,0,3,0,1,These bitches talking shit but they whisper it?
20592,21040,3,0,3,0,1,"SOO guys those tweets are bullshit. Be you.. And if the bitch ""is to stupid what she wants"" then she not stupid It's that she doesn't want u"
20736,21185,3,0,3,0,1,She in the mall she balling bitch buy something for me
6665,6851,3,0,0,3,2,"@megynkelly 
I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant 1 against the officer"
13498,13830,3,1,2,0,1,Nuggas be to obsessed with the homies. Like the cant bag bitches
16396,16769,6,2,4,0,1,RT @MattAncheyta: Dumb bitch
2594,2652,3,0,3,0,1,@Big_Jim777 bitch
13372,13702,3,0,2,1,1,Nino Brown? Oh das me RT @erikacarissa Nino Brown on yall hoes.
15620,15986,3,0,2,1,1,RT @ImLeslieChow: When you eat food that's too hot and start breathing like a retarded dragon.
1555,1589,3,0,3,0,1,&#8220;@ThatDamnTwerk1 Beef is when a bitch titties looking like they sleep... RT @laidback_813: What's beef...&#8221; http://t.co/P2lR0nko6o
1060,1083,3,0,3,0,1,&#128588;&#128588;&#128588; RT @MidCityAce: Y'all excited about that strip mall being built in Louisiana and Claiborne?? That bitch gone be in fiya!!!! &#128514;&#128514;
4694,4832,3,0,0,3,2,"@ShepNewsTeam LMAO dude, you said we would get no commitment from Saudi Arabia or Jordan! How does crow taste? More proof you are full of it"
16209,16580,3,0,3,0,1,"RT @LikwidCyance: As a fat nigga, I ain't ever gotten a broad off anything but the content of my character... Don't no bitches think im sex&#8230;"
24034,24531,3,0,3,0,1,idgaf bout no basic bitch
6122,6299,3,1,2,0,1,@iH8TvvitterHoes @breezyfrmdablok so you was in a female DMs talking to another nigga... You're a faggot b
4118,4240,3,0,3,0,1,@MileyCyrus Has transformed to a bad bitch. She can get the D
6264,6444,3,0,3,0,1,"@jimachterfeld @mattabbatacola Like I said, pussies."
2991,3064,3,0,0,3,2,@DeJLoaf mixtape sell sole got some bangers!
23742,24236,3,1,2,0,1,dat mean u ugly hoe if only getting fuck doggie style &#128553;&#128553;&#128514; #plies hot nigga http://t.co/VsOqnUoh5V
9374,9632,3,0,3,0,1,"GahDamn I got bitches, damn I got bitches, damn I got bitches, wifey, girlfriend, and mistress!!"
11752,12051,3,2,1,0,0,Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual.
6207,6385,3,0,0,3,2,@jacobkesler @ki_kibaby @__adamdavis or if we pick you up in SC and take you with us nip to CR.
9716,9981,3,1,2,0,1,He better choose up cuz ain't No Bitch checcin a nigga that she don't Fw for being wit other bitches...that don't even sound right &#9995;&#128514;&#128564;
4893,5036,3,0,3,0,1,@ThatBoyAdo you didn't even catch it pussy
6303,6484,3,0,3,0,1,@juicygenie only bad bitches in $roe r u &amp; @flightrisk_
12078,12387,3,0,3,0,1,Joe ripping on a Nobel prize winner while hes not their. What a little bitch #morningjoe
9094,9348,3,0,0,3,2,Figure all da ofay like to see my family pitcher http://t.co/5WXgKbCM29
9286,9542,3,0,3,0,1,Fuck them kids bitch
22302,22773,3,2,1,0,0,Twitter is for fags.
12371,12683,3,0,0,3,2,"Let's cripple the vanity industry. How? Actually start liking who we are, and how we look."
11093,11380,3,1,2,0,1,I wish a nigguh would try this clown shit in w.o.h.s http://t.co/uCSKIwfg10
4232,4357,3,0,0,3,2,"@NYRKelsMads @davidortiz @BarackObama 
I likes da Yankees"
16297,16669,3,0,3,0,1,RT @LuaBoo: &#8220;@uce_INA: Hazel e looks like a bird... Her and kaep prolly related by nose and shit&#8221; thats why Berg wont ever make her DAT BIT&#8230;
7778,7997,6,0,6,0,1,"Another nigga hoe is another nigga problem.
@JoseGuapo been had hits."
15727,16095,3,1,2,0,1,RT @JacksonBynum: You're an annoying cunt
8232,8459,3,0,3,0,1,Bumpin that nigga nigga Rick Ross B.M.F this hoe going harrrrd highh outside enjoying this weather
5281,5436,3,0,1,2,2,@_BDOE bro u trash at that zombies
24418,24924,3,0,3,0,1,shit piss fuck cunt cocksucker motherfucker tits
14864,15220,3,0,3,0,1,RT @DFkinLopes: Your room bitch RT @MackinAintCeezy Tell me somethin dirty &#128520; http://t.co/0B0PZ8J4cM
12803,13121,3,0,3,0,1,Me and my bitch http://t.co/AsYjv2K4Tt
5425,5583,3,0,0,3,2,@_spenceyy @5SOS not scanger
13176,13501,3,0,2,1,1,"NO, you don?t have ?haters?. People just don?t like you. Get over yourself hoe."
11159,11446,3,0,3,0,1,I'll NEVER let a broke bitch influence me &#128564;
21447,21909,3,0,3,0,1,That's all I'm saying you hoe ass niggas.
24645,25156,3,1,2,0,1,watch out for these foul hoes and flagrant niggas!
18341,18749,3,0,3,0,1,"RT @_ShesSuchADoll: ; straight &#128686; ""@DrewWhosUrDaddy: To each his own @wizkhalifa but these hoes weak http://t.co/W7TEj28aNr"""
9170,9426,3,0,0,3,2,Foto: imapython: bieg: albino sea turtle i think u mean soul of the ocean http://t.co/vYmiTsNCEn
5604,5763,3,0,2,1,1,"@bestassbestface omg ur finally losing ur patience. ""Cause ur a hoe!"" I love it. &#128514;&#128514; can't stop laughing."
22566,23042,3,0,3,0,1,"Well now that I'm basically gone full retard, lets get blasted"
20519,20965,3,0,3,0,1,Repeat after me: Where my bitches?
8612,8849,3,0,3,0,1,Damn I hate a bitch who like to argue and shit
12359,12671,3,0,3,0,1,"Let me tell yall....I had a glass of something sweet....this bitch brought me a full glass, im thinking its the same thing and start gulping"
22445,22920,3,0,1,2,2,"WTMF is Murica? You say it, you should be thunderpunched in the throat, or sole stomped."
23181,23665,3,0,3,0,1,Yo bitch gaggin she jet laggin
7238,7445,3,0,3,0,1,@urbasicyabish of course bitch. I kinda wanna attempt to play madden tho
22984,23465,3,0,3,0,1,World War Z is on Netflix yasssss bitch yasssss
468,476,3,0,3,0,1,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa"
13936,14276,6,0,6,0,1,Punk bitch walking tall like you got something to prove
17531,17930,3,0,3,0,1,"RT @TODDIE_soPLAYER: Ctfu &#128514;&#128514;&#8220;@1017_Sqquad: &#8220;@TODDIE_soPLAYER: @_Raygine bitch get out dem feelings and get some new dick&#128514;&#128514;&#128514; ""&#128064;&#128550;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#8221;"
21733,22197,3,0,3,0,1,These bitches love sodaa
8689,8932,3,1,0,2,2,Define wigga
3777,3885,3,1,2,0,1,@KebinBlodgett bitch your yuck
19422,19853,3,0,2,1,1,"RT @kenohtoopretty_: i don't want no thot , a thot is a girl that can't get no&#10084;&#65039;from me, hanging with the other little hoes, wearing her be&#8230;"
24702,25214,3,0,3,0,1,why the fuck did twitter move the new tweet box to above the feed lol it looks fucking retarded
22848,23327,3,0,1,2,2,Why are people saying don't let guys treat you like a yellow starburst? That's my favorite.
16186,16556,3,0,3,0,1,"RT @Lexieeller: My timeline right now
Ravens &#127944;
Ravens &#127944;
Ravens &#127944; 
Commercial tweet &#128514;
Ravens &#127944;
Ravens &#127944;
Ravens &#127944;
&amp; Some bitch talkin ..."
4756,4895,3,0,3,0,1,@StephyRae7 No I'm pimping out you and those guys at the park playing bitch volleyball. #HairyChestsDoee
15845,16214,3,0,0,3,2,RT @JohnBishop100: Top tip of the day - if you want to be inconspicuous at an Elbow gig - don't wear a yellow jacket!! http://t.co/KQYiZmZb
13480,13811,6,0,5,1,1,Now a neighborhood nigga like me ain't supposed to get no pussy like this
11689,11987,3,1,0,2,2,"If you're not directly descended from European royalty and upper nobility, then you're not fully human. You're just common gutter trash."
8005,8230,3,0,3,0,1,Bet you ain't gone @ em tho..&#128564;&#128514; RT @_SelfMadePhat_: Na why OOMF just tweeted that ?&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; &amp; she know ha pussy WACK
7896,8117,3,0,3,0,1,Back #InHighSchool me and @NTGOnline used to have to stiff-arm bitches that kept tryna steal our fitteds
20911,21362,3,0,3,0,1,Smoke summm bitch
4787,4927,3,0,3,0,1,"@Stonisnipezz all he ever does is fav, fuckin cunt"
15408,15771,3,0,3,0,1,RT @HBCUfessions: My body count went from 1 to 9 in one semester... I'm not a hoe just love sex -FAMU
20664,21112,3,0,3,0,1,See you on the #tron side bitches.........
1517,1549,3,0,3,0,1,&#8220;@SeymourBlanco: They game is over fuck yall bitches &amp; yall attitudes &#128514;&#128514;&#128514;&#128557;&#128557; http://t.co/rLrnYbfedT&#8221;&#128557;&#128557;
13596,13931,3,0,3,0,1,Omfg this tattoo hurts like a bitch #Painful
9520,9780,3,0,3,0,1,Got 1 baby mama no bitch no wife ....
10379,10657,3,0,3,0,1,"I got so many horses , all the hoes say that its gorgeous ... 

In tha air dats where my doors issssss"
10871,11153,3,0,3,0,1,I see thru all you fake bitches &amp; niggas.
14219,14560,3,0,3,0,1,RT @ArmyBulldog20: @AcmeHandle Nothing that the Russians did in their support of the rebels surprises me. Putin views Obama as a pussy.
3471,3563,3,0,3,0,1,@IbePocahontas bitch we shot a music video
21243,21704,3,0,3,0,1,Sweet MiLF in white lingerie has her hose ripped and her pussy&#160;pounded http://t.co/CMacswjN5A
7255,7462,3,0,0,3,2,"@vh1ADENECA @260chocolate @4Sunshinejones1 aye, I respect ya hustle and all but dont tweet me anymore trash ass videos...thank u kindly"
4565,4701,3,1,2,0,1,@Ron_Ron_12 it's a song hoe
11030,11314,3,0,3,0,1,"I want some fire crackers not the baby ass fire works, Does Az have fire crackers ???"
19171,19597,3,0,3,0,1,RT @iFricanbabiiesx: Females be 14 acting 18 &#128684;&#128138;. Turning up like they 21 &#127867;&#127864;. Throwing the pussy like they 25 &#128049;&#128166;... But still can't pass Alg&#8230;
15099,15457,3,0,2,1,1,"RT @EbonyRogue: Tierra Marie: ""I'm the Princess of the ROC""
Rihanna: ""y'all get a good pic cause this bitch ain't gone be here long"" http:/&#8230;"
20442,20888,3,0,3,0,1,"RT @zekNcashe: all i ever asked for was patience, patience &amp; pussy but mostly patience.."
7149,7351,3,0,0,3,2,@theejustinholt trash of the cowboys beat the redskins twice last year &#128517;
24582,25091,3,0,2,1,1,this nigga @WaynesWorld171 fucking a bitch at svsu while me rj and b been waiting in the car for 20 minutes now
19528,19962,3,0,3,0,1,RT @lildurk_: I hate a bitch that think they crazy &#128514;&#128514;&#128514;&#128514;
21878,22345,3,0,3,0,1,They say I wouldn't make it now them same bitches is calling my cellular
1674,1709,3,0,3,0,1,&#8220;@_chanaee_: Lol someone told me I had hoes so I sent them this&#128514;&#128514;&#128514; http://t.co/B5xBkamv4X&#8221;
14382,14725,3,0,3,0,1,RT @BigStaxxBoss: I got 99 problems but a bitch ain't one.. That goes for you bitch niggas too! #RNS
20484,20930,3,0,3,0,1,Real love hard to find when these bitches try to fake it with me
14475,14821,3,0,3,0,1,RT @BrianFromWork: @ThatOneGirlPink @coL_TuQuick naw bitches want attention not respect... Real women want respect #truth
10590,10869,3,0,0,3,2,I just put down a pan of brownies
6385,6568,3,0,0,3,2,@keno_ Isn't there a law that all clam chowder must be served im bread bowls? Haha
10623,10903,3,1,2,0,1,I know OG niggaz and bitches
11846,12147,3,0,3,0,1,Irie is a bitch for not letting me borrow his charger.
15466,15830,3,0,2,1,1,"RT @HennyHeathen: Bitches eat mad beef,drink Henny and do the shmoney dance that's why they pussy always stink"
12865,13184,3,0,0,3,2,Mitt Romney hates big bird. Fascist.
22623,23101,3,0,0,3,2,What the monkey... http://t.co/h76rptL8Wq
20997,21448,3,0,3,0,1,So you females feel like it's ok to dress like a hoe? Smh I just hope I don't have a daughter please god http://t.co/2uaWusHHYE
21342,21803,3,0,3,0,1,Thanksgiving early hoe http://t.co/A29MLLX62B
21055,21508,3,0,3,0,1,"Some women, are straight bitches."
21731,22195,3,0,3,0,1,These bitches love me. These niggas copy
22688,23166,3,0,3,0,1,When bitches in the library start acting up http://t.co/x1qGfTkB4O
15373,15736,3,1,2,0,1,RT @GottaLuvLexci_: You know these hoes wishy washy
3138,3218,3,0,3,0,1,@EvanBecker513 what are you doing bitch
14534,14883,3,0,3,0,1,RT @BudaHefner74: It ain't no hoe&#128581; in my blood &#128137;
21858,22325,6,0,1,5,2,They come out Charlie Sheen... They come out coupe machine @wontgetme_22
5588,5747,3,0,3,0,1,@baskgod nah it's just Clowney being a bitch nigga
16878,17264,3,0,3,0,1,RT @Pbn_Rico: Maury 65 years old and still exposing hoes.. &#128175;
7491,7704,3,0,0,3,2,Absolutely absurd that they even had to think about that call. #joke #zebras
15924,16293,6,0,6,0,1,RT @KINGTUNCHI_: Lol it's funny tho cuz every hoe that talk shit I .... NVm that shit ain't player
8017,8242,3,0,3,0,1,Big bitches be like &#8221; Im Thick&#8221; yea bitch atound the midsection
23751,24245,3,2,1,0,0,dem niggas ca have them white hoes.... I love my beautiful black sistas....
7688,7905,3,0,0,3,2,"Also, it&#8217;s a hiccup to Jihadi propaganda: they portray themselves as the only ones willing to die for their cause."
10331,10609,3,0,3,0,1,"I give off the Selfish little bitch vibe, but if you get to actually know me I tend to put others before myself 24/7"
21378,21840,3,0,3,0,1,That bitch said her pussy pops severely thoe &#128514;&#128514;&#128514;&#128514;
20063,20508,3,0,3,0,1,RT @starzz2929: I wanna be the reason u look down at your phone &amp; smile then a car run yo ass over hoe!
5632,5793,3,2,1,0,0,@bnp We are being overrun by mongrels because ZOG or the Jews that run our countries want the white man to perish.
3453,3543,3,0,3,0,1,@IIDeAIID @JQuiiin So many bitches you gon need to change ya name from Jebidiah to Bitches.
2234,2279,6,1,4,1,1,2 year starting on me on the street... so i put a fag out on him. #funnyguy
24441,24947,3,1,2,0,1,so to dodge them niggas dont brag dont boast dont flash for hoes dont sag so low thats how u end uo in correctional like u answered wrong!!
22679,23157,3,0,3,0,1,When a hoe tryna get at you while ya girl is looking http://t.co/Ihlzw7njke
19734,20173,3,0,0,3,2,"RT @navy8r: ""@Sierra0559: Hey @BarackObama , the jig is up. Even democrats are through with you. #ReasonToExitAnObamaSpeech"" dems are raci&#8230;"
14430,14773,3,0,3,0,1,"RT @BloopersinLife: Ugh, white trash. http://t.co/BLdNkQUgf3"
8601,8838,3,1,2,0,1,"Dad: Why are your eyes so red? Son: I smoked weed, Dad. Dad: Don't lie to me, you were crying because you are a faggot."
15424,15787,3,1,2,0,1,"RT @HOFSportsTalk: It's okay for Michael Sam to mock Manziel, but if Johnny mocked Sam by pretending to have a dick in his mouth he'd get a&#8230;"
20431,20877,3,0,3,0,1,RT @z0mbiedance: Gabby's a bitch &amp; turned on my xbox with her nasty foot..
6089,6265,3,0,3,0,1,@heydenbunsyolo then bitch how about u go read wtf I put then
22794,23273,3,0,0,3,2,"Whipped cream &#9829;,&#9829; #endlesslove"
7279,7487,3,0,3,0,1,@whatupag we've used the word cunt almost 3 times. Its beautiful.
4283,4410,3,0,0,3,2,@NoHazardNoParty @PiBBzYx @piersmorgan @Jim_McLaren I can't wait for the day they take them be a boon for the entire nation
17451,17848,3,1,2,0,1,RT @Stone_DTF: Im so popular&#8230; All yo bitches know me. Most these niggas hatin&#8230; well at least they know me
20883,21334,3,0,3,0,1,Slide in your bitch Dms like &#128166; &#127940; https://t.co/W7QbM72Oyo
24241,24745,3,0,3,0,1,my right ear is throbbing harder than a virgins pussy
16596,16977,3,0,0,3,2,"RT @NYeoman: Jets, Bills and Dolphins all win. How does sole possession of last place feel Mr. Belichick?"
13586,13920,3,0,3,0,1,Ol bitch ass look like she got a bobble head. @lilshwenda
4035,4156,3,0,1,2,2,@MarkB_LifeStyle @SportsCenter @Athletics Cant the Yankees make some last weeks moves??
1612,1647,3,0,3,0,1,&#8220;@Xenoss_: ''single af'' we don't care you're ugly anyways&#8221; @ me pussy
11113,11400,3,0,3,0,1,I won't trust a bitch &#128581;
24650,25161,4,0,4,0,1,"we live in a world where drake can steal your hoes and make fun of you, shit crazy"
2116,2159,3,0,3,0,1,' With my Bestf Shyanna Pen and ma main niggah Ronnie A. Jackson III &#1043359;&#1041636; Movie bound after we pick up the homies
24242,24746,3,0,3,0,1,my side bitch is my main bitch cuz my main bitch aint feelin me nomo...nomo
2352,2401,3,0,2,1,1,@ALatrice16 beautiful bride... Tell Erica congrats if she remembers a nig...
3399,3487,3,0,3,0,1,@Hovaa_ cracker....
12396,12708,3,0,3,0,1,Life is a bitch but every dog has its day
6012,6183,3,2,1,0,0,@georgiathenewsa @Rosaalbae your tits may be better looking but her face makes you like a Asian or Latina tranny #facts
3301,3387,3,0,2,1,1,@Grayse_Kelly Some women get in a relationship quick so they won't feel like a hoe for having sex.
18159,18564,3,0,0,3,2,RT @Yankees: The @EmpireStateBldg shines its lights in #Yankees pinstripes in honor of Derek Jeter. #FarewellCaptain http://t.co/3fp2pg85MB
8038,8263,3,0,3,0,1,"Bitch I'm the man that's right I said it, bitch I'm the man don't you forget it. &#128527;"
19181,19607,3,0,0,3,2,RT @iLLmak3Ufamous: Touch my swag. Wish you could. RT &#8220;@VizyIsIgnant: I LOOK FLY. I LOOK GOOD. RT @Wisdom_Stature: On my momma.... On my ho&#8230;
2916,2987,3,0,3,0,1,@Cuauhtli02 @saucygyro @CoffeeManElliot he called the Kidd a pussy or something
22619,23097,6,0,6,0,1,What that bitch Tryna say
22295,22766,6,1,5,0,1,Tweakin hoe
6502,6685,3,1,2,0,1,@kincade00 you seen it hoe put that cash up bitch imma take your money and spit on your fat ass
1515,1547,3,0,3,0,1,&#8220;@Sexualgif: when he makes u his WCW &amp; his hoes favorite it https://t.co/iND1vON4JH&#8221; &#128520;&#128520;&#128520;&#128514;&#128514;
11873,12176,3,0,3,0,1,Isley brothers got me alot of pussy boy. Take notes
14922,15278,3,0,3,0,1,"RT @DanBilzerian: My boy is obviously gonna be slaying all the pussy tonight, dressed as a ninja turtle http://t.co/su2HNFq6S8"
5753,5917,3,0,3,0,1,@cody_laws @ me bitch. When and where?
16593,16974,3,2,1,0,0,RT @NRoth44: Wow the stupid nigger in LeBron really came out there
2399,2448,3,0,0,3,2,"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)"
20313,20759,3,1,2,0,1,RT @whiskeyqueeen: niggas ain't shit but hoes with dicks
10897,11179,3,0,3,0,1,I spent my whole 4th lookin for my hoes.. Missed the fireworks and all before I realized I didn't have any hoes.. #AllBad
5025,5174,3,0,3,0,1,@TooEffinCool lol I feel like a punk bitch sittin in here with all the lights on! &#128514;
19704,20141,3,0,3,0,1,RT @mmpfeiI: fuck your gpa bitch im a lot smarter than you
613,623,3,0,1,2,2,"""You look like little birds help you get dressed in the morning"""
22430,22905,3,0,0,3,2,WALK OFF HR! @Yankees
20649,21097,3,0,0,3,2,Sebastian is high on cat nip rn
13444,13775,3,0,3,0,1,"Not every girl likes a sweet ass emoji ass nigguh. Some girls like a ""you sexy af"" ass nigguh"
12495,12807,3,0,3,0,1,Lmao if I catch u in tha field I'm blowin &#128299;&#128168;&#128299;&#128168;&#128299;&#128168;&#8220;@Horsepower_Will: @PAPER_CHAYSIN shut yo bitch ass up opp lol&#8221;
14026,14366,6,0,6,0,1,RT @4200Savage: Mama told me look rich act poor n neva trip ona bitch dat ain't urs#gang
2017,2058,3,0,3,0,1,"' Baby moanin.... Got me zone'nn , I want this bitch next too me.... Pussy like ecstasy &#1043291;&#1041185; ."
