,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
19401,19831,3,0,0,3,2,RT @kamaalrkhan: Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr&#8230;
19827,20268,3,0,3,0,1,RT @paullowry42: @gingerash2013 lol and your response was bitch do I like pregnant?
24315,24820,3,0,3,0,1,omg dr cruz is now reminding me of Mary Ann Moreno. bitch swooped in out of nowhere and changed the dress code. no dark scrubs or sweaters
15250,15609,3,0,3,0,1,"RT @FriendlyAssh0le: If I've offended you, I'm very sorry that you're a lil bitch with no sense of humor."
17921,18323,3,1,0,2,2,"RT @USABillOfRights: Psychological Warfare for Dhimmis -- DEFEATING ISLAM
http://t.co/M8zlTY0fZs
joining forces to take out world's trash h&#8230;"
23984,24481,3,0,2,1,1,"i hate the whole, slut, hoe, ""thot"" talk lol given what i'm sure people's personal inboxes and late nights look like"
17182,17574,3,1,2,0,1,RT @SadoMisogynist: I hate these Mo'ne Davis commercials. Bitch is gonna end up either a dyke or a loser like every other female.
10207,10484,3,1,2,0,1,"I don't get why bitches blame the hoe their man cheated on them with..IT WAS BOTH THEIR FAULT,their boyfriend could've said ""no"""
24711,25223,3,0,0,3,2,"with Louisville (5) losing last night, a win to #iubb (7) tonight should have them back in the top 5! #ncaa #basketball #iu #hoosiers"
10295,10573,3,0,3,0,1,I feel the sorry for the nice people in this world because they're actually the solution. Its all you hoes and assholes thats the problem
3075,3153,3,0,3,0,1,@DriveMy_Lexis yasssss bitch yasssss &#128525;
6273,6454,3,0,3,0,1,@joeylattime ur welcome u bitch
15602,15968,3,0,3,0,1,RT @Ih8lightskins__: only a black man can make you feel inferior to a hoe with a 2.0 gpa and no future simply because she has a fat ass and&#8230;
11409,11702,3,0,3,0,1,I'm thankful for dem big booty hoes doe #realtalk
21596,22059,3,0,2,1,1,The only thing about niccas is they be followers smh .. Be ya self everyone else is taken!!
16138,16508,3,0,3,0,1,RT @Lamont21225_: &#128514;&#128514;&#128514; this bitch playing volleyball in Timberland's &#128553;&#128514;Edmondson Kids &#128517;&#128514; http://t.co/M4jtNGEJTH
2186,2231,3,0,0,3,2,".@Straatvogels [street birds]: Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact
&#8853;http://t.co/DJgs6rGdfV"
8186,8413,3,2,1,0,0,"Bro everybody is a ho then, fuck it, your favorite Color is mango red you are a ho, you charge your phone all the way to 100% = Ho, smh"
2666,2729,3,0,3,0,1,@BranninWGL describing New Pussy like a Baltimore Love Thing out this bitch.
11493,11786,3,1,2,0,1,If I don't like that hoe I turn her ass into a frisbee
21101,21554,3,0,3,0,1,Sonoma County cannot handle the Gutto Style straight up north bay is pussies forever
3540,3634,3,0,3,0,1,@ItsmeKyleWayne Yeaa black bitches actin like they too good for an average nigga like they just got A1 credit and pussy
5206,5361,3,0,0,3,2,@Yankees probably time to put this twitter feed to bed #nyy
21224,21684,3,0,3,0,1,"Summer time bitch, always wild http://t.co/pMorgLh2KP"
15754,16122,3,0,3,0,1,RT @Jared_Carrabis: Mike Napoli is the toughest son of a bitch I've ever known.
13531,13865,3,0,0,3,2,Oh I forgot we lived in the ghetto....#hoodrats
19878,20319,3,0,2,1,1,RT @queenthottie_x3: So proud of mahanain &#9825; she still a hoe tho
9805,10072,3,0,3,0,1,Hey ladies can i ask you a question ? Why do yall niggas be so fkn LAME ! It be the baddest bitches wit the LAMEST niggas
20436,20882,3,2,1,0,0,RT @zachpiecowiak: @Eddie_Sativa87 you're a fucking queer
21417,21879,6,1,5,0,1,That old lassie in greggs is a total bitch man
23038,23521,3,2,1,0,0,Y'all hoes really get mad cause a nigga don't want cha
6180,6357,3,0,3,0,1,@irwinhype thank you so much. it was a bitch move of her to pull. but thank you &#10084;&#65039;
20669,21118,3,0,3,0,1,Seeing so many basic bitches rn
5321,5477,3,0,3,0,1,@_Leeyoo what niggah
5629,5790,3,0,2,1,1,@blastmccurdy in your dreams little leprechaun hemroid
24522,25029,3,0,1,2,2,"the rams really dont wanna be trash, jeff fisher really bout it"
16372,16745,3,0,3,0,1,RT @Manstagram_: When your trying to resist the urge to smack a bitch http://t.co/8eQ3xB8Cjb
15583,15948,3,0,3,0,1,RT @IamCache_: Nun but bad bitches link up tonight #MansionElan finna go crazy
1486,1516,3,0,3,0,1,&#8220;@ResiDinero: Hate driving in the rain. -_-&#8221; you can drive deez nuts in your botch mouth hoe
10532,10811,3,1,0,2,2,I have no clothes that make me look like a redneck but I tried my best &#128514;
6240,6419,3,0,3,0,1,@jehsee_ You got all the bitches though.
13564,13898,4,0,4,0,1,"Ohh &amp; btw @Leslieeeixta when you get a call from 24 blame @KimberlyyAye , bitch keeps signing up people bc she wants gym buddies lol"
19063,19488,3,0,0,3,2,"RT @grannywinkle: girls, don't let a guy treat you like a yellow starburst

u are a pink starburst"
6996,7192,3,2,1,0,0,@seannn181 youre a fag
1992,2032,3,0,0,3,2,&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/ydZYr4dVS4
7280,7488,3,2,1,0,0,@white_thunduh my bitch dont want your ugly ass gtfo ol peyton manning lookin ass
8784,9028,3,0,3,0,1,Don't be mad cause yo bitch Choosin and I put her ass in the Jacuzzi SPLASH
5566,5725,3,0,3,0,1,@b_scheich &#128072;&#128166; salute a bad bitch
20301,20746,4,0,1,3,2,RT @walshnyc: Which World Cup Teams Are Jihadis Rooting For? http://t.co/ecU754zHKk @versharma @vocativ http://t.co/8z0B7ocMqP
15607,15973,3,0,3,0,1,RT @Ilovebamf: @Savage_530 @Nutty_niff @shai_yaya nick when the men are talking sit your bitch as in the corner and listen to this grown fo&#8230;
23457,23947,3,3,0,0,0,You're a faggot if you use the cover your face emoji
9827,10094,3,0,3,0,1,His bitch ass is the same way so it don't matter.
1955,1995,3,0,3,0,1,&#8220;@xoxo_laurenmane: Dumb ass bitches&#8221; @ me next time&#128075;
17261,17654,3,0,3,0,1,"RT @ShadowBeatz_Inc: I know you have me blocked, but next week bitch @KYR_SP33DY"
5383,5540,3,0,3,0,1,@__angieex3 Ik you were pussy
18719,19134,3,0,0,3,2,"RT @carrielusch: You might be a liberal if you continue to trash America, claiming how horrible and evil it is, yet you refuse to leave"
21002,21453,3,1,2,0,1,"So, are the Olympics over in Brazil yet or what? I mean, yay sports! What? Stop looking at me like, &#8220;What are you, queer?&#8221; #GoRedskins?"
11738,12037,3,0,3,0,1,Im mad james let me drink that shit... payback is a bitch
13055,13375,3,0,3,0,1,"My job some hoes, how you gonna call at 7:34 talking bout come to work at 8 &#128530; ummm no I'm staying in bed."
15467,15831,3,0,3,0,1,RT @HennyHeathen: The fuuuck happened to her ? RT. @MrLondon_: Ain't nothin worse than a bad bitch that lost it &#128532; http://t.co/aWJDYD8UzK
14525,14873,3,0,3,0,1,RT @Buckm00se: @_WhitePonyJr_ @ivanrabago_ when i drink some beurs kid . plus ur a faggot anyways
8179,8406,3,0,3,0,1,"Briahna told me the best advice I ever gave her was that it ""aint nothing to cut dat bitch off"" lmao."
22354,22827,3,0,3,0,1,U wanted to go in the military but yo bitch ass couldn't handle nobody shooting at u so shut yo mf mouth and #salute those who did
814,831,3,0,0,3,2,#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.
19205,19633,3,0,3,0,1,RT @i_GotHoProblems: These bitches don't love nobody &amp; the ho's is for everybody!
3099,3177,3,0,0,3,2,@EakaErick I wouldn't share a wave with those trash cans
21864,22331,3,0,1,2,2,They got David taking out the trash &#128514;&#128514;&#128514;&#128514;
6985,7181,3,0,3,0,1,@sbsylvester @kieffer_jason @hunterbuch66 bitch that doesn't even make any sense bitch.
17232,17624,3,0,3,0,1,RT @SelfMadee_YG: @1stBlocJeremiah wya bitch
7689,7906,3,1,2,0,1,Always a good sesh wit my niggah blakk
16371,16744,6,0,0,6,2,RT @Manstagram_: When I make the paper ball into the trash can http://t.co/m90W9N1zbT
11168,11455,3,1,2,0,1,"I'll break any bitch nigga down, I don't care about your size."
6862,7057,3,0,3,0,1,@prihncess bitch
4481,4613,3,0,3,0,1,"@RacistNegro69 @MrMooncricket fuck you, punk ass racist lil dick bitch. I've reported you fool."
10946,11229,3,0,3,0,1,I tell the baddest hoes beat it unless you gone strip &#128513;
13247,13574,3,0,0,3,2,New @TimbersFC jersey should be yellow with a green chevron stripe like charlie brown's jersey
16217,16588,3,0,3,0,1,RT @LilReese300: Errday I take chances real street nigga shit take chances by fuckin wit u nothin ass hoes sumtime lol...#300
23580,24073,3,0,0,3,2,another long night with allergies! need better ned than zertec or however you spell it!
14332,14675,3,1,2,0,1,RT @BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy
13873,14212,3,0,0,3,2,"Polite, yet militant. #birds #notfeeding #stencil #army #typeface #font #ATeam http://t.co/gHnEnLmlJE"
21324,21785,3,0,3,0,1,Texting this bitch like she main material fuck that shit ... She Finna get these youza hoe text
18383,18792,6,0,6,0,1,"RT @__PrettyBlaack: If a bitch think I'm worried about her , that bitch overthinking &#128557;&#128514;&#128581;&#128129;&#128582;&#8252;&#65039;"
14096,14436,3,0,3,0,1,RT @AZEALIABANKS: Ladies its a full moon. Which means pussy power is in full effect.. yall better get some dick tonnnnniiiiiiggggghhht!!!
14117,14457,3,0,3,0,1,RT @AdoreBellaaa: Never trippin on no hoes
8033,8258,3,1,2,0,1,Bill Romanowski is still a cunt. Who saw that one coming.
5628,5789,3,0,3,0,1,@blakeshelton I'm coming for you bitch boy!!! http://t.co/yASXoqnLEA
11296,11585,3,0,3,0,1,I'm in my glory bitch &#128130;&#128315; http://t.co/pnOAaWENkv
17381,17776,3,1,2,0,1,"RT @Soy_Brent: steal a nigga's bitch, don't steal a nigga's tweets."
11035,11319,3,0,0,3,2,I want to go to the pumpkin patch but the love birds will make it a date and then the rest of us will be uncomfortable.
17364,17759,3,0,3,0,1,RT @SolelyJones: Lowkey Apple made iOS 8 like this so niggas get caught and have to buy their bitches iphone 6s to make up
10296,10574,3,0,0,3,2,I feel utterly retarded. Thanks big brother&#128563;&#128514; @Crawford96M
8347,8577,3,0,3,0,1,Can't keep a shallow bitch if ya pockets ain't deep.
6820,7011,3,0,0,3,2,@pauIjac because their parental unit is trash.
14502,14850,3,0,3,0,1,RT @BrosConfessions: Don't be a pussy &#128076; http://t.co/J3USrLfo9A
1431,1461,3,2,1,0,0,&#8220;@My_Fish_Died: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot
24529,25036,3,1,2,0,1,"the type of pipe to put rhianna to sleep
excuse me that bitch been on my mind all week"
14397,14740,3,0,3,0,1,"RT @BitchKittyV: I'm sorry but some people's names are just fuckin stupid

Some parents should get a flyin bitch slap for naming kids like &#8230;"
15153,15511,3,3,0,0,0,"RT @FaZeDedo: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots."
11798,12097,3,0,3,0,1,In life you must ask yourself...are you a chosen one or a basic bitch? #letsbereal
3146,3226,3,0,0,3,2,@ExurbanKevin birds of a feather flock together? @SubBeck
151,153,6,0,6,0,1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy"
9969,10241,3,0,3,0,1,"I Was Down for A Minute , them bitches left a Nigga 
Them hoes forgot about me , like they neva met a nigga"
15385,15748,4,0,4,0,1,RT @GrvndBxrry: i hate when bitches brag bout how they bf put it down ........ Then they single .... &#128514;
15220,15579,3,0,3,0,1,RT @ForTheMen: These hoes ain't loyal http://t.co/6jTLueUQkG
9044,9297,3,2,1,0,0,Faggot ass bitch nigga
4928,5074,3,1,2,0,1,@TheJustinnn @toddkincannon @realbrother0003 He's a pussy
22509,22984,3,0,3,0,1,We both have hella hoes but I swear all I want is you
15635,16001,3,0,3,0,1,RT @ImNotaPlayerTho: Still trying to hit this hoe...... &#128133;&#128133;&#128133;&#128133; http://t.co/jbHjMpY1gX
18919,19338,3,0,3,0,1,RT @dril: [(launches sack;s of burning medical waste into the side of someones house for having a bird feeder on their porch)] Fucking Bird&#8230;
9481,9741,3,0,1,2,2,Gone bust it open for a real nicca &#128540;&#128540;
1519,1551,3,0,3,0,1,"&#8220;@SheTwirlsMyKan3: I say bitch bad, woman good, lady better&#8221; Lupe?"
938,958,3,0,0,3,2,&#128027;=&#128176;&#128184; &#8220;@GOALSminded: its true that the early bird.. gets the worm first!&#8221;
22816,23295,3,1,2,0,1,Who the fuck made this cunt the authority on men?
15032,15389,3,0,3,0,1,RT @Doprettyshiz_: This bitch just blew my high &#128564; and I was high off all of these drugs &#128138;
7226,7433,3,0,0,3,2,"@tyler_wilde CH3BURASHKA sure gets to be a nit-picky Russian monkey/bear thing sometimes, doesn't he?"
4835,4975,3,0,0,3,2,@TTUKingsbury morphing into Charlie Weis will never cease to be disturbing.
15306,15666,3,1,2,0,1,RT @GMB_Ace: @_100D dat Nigga Lame bro he Unfollowed Me Like A bitch
7225,7432,3,0,0,3,2,"@tyler_wilde As in, ""throw birds with long pointy beaks at you""?"
21160,21617,3,0,2,1,1,Still confused why King ordered two tranny hookers to the party last night..
5441,5599,3,0,3,0,1,@_turtle_gang lets fuck hawt bitches at Foam and Glow?&#128527;
18058,18462,3,0,3,0,1,"RT @WhiteNiggaSwagg: Hmmm, is that a Ratchet hoe I smell?"
678,688,6,0,0,6,2,#BlessJesus The #Crown of HIS head to the sole of HIS feet
19684,20121,3,1,2,0,1,RT @mimi_rillo These bitches @virginiayumyum @ Fine Fare Supermarket http://t.co/kimIKVi0
11408,11700,3,0,3,0,1,I'm talkin bout superb punching. The ref wAs on some hoe shit against Carlton Haywood. Dude took a full minute of unanswered @Royceda59
3355,3441,3,0,3,0,1,"@Heather_Poole I go for the most direct flight, then by price. Over and done with layovers. Flying is a bitch enough."
12890,13209,3,1,2,0,1,Money make bitches fuck and niggas steal
9763,10029,3,0,3,0,1,Heard some good news today and all I gotta say is karma is a bitch &#128521;&#128139;&#9996;&#65039;
8728,8972,3,0,3,0,1,Did you all hear this #bundy redneck? Someone should show him how niggas play.
10805,11086,3,0,3,0,1,I only bring up lat name to the hoes I know with kids because they need to know
13167,13492,3,0,3,0,1,N%a hit the butta slide at the end of that bitch &#128514;
10758,11039,3,1,2,0,1,I miss having Jihadist bitches in my crosshairs... Ahhh the good ol days...
7393,7604,3,0,0,3,2,@zhandlen I love WHITE NOISE and love Delillo. I&#8217;ve resisted reading HOUSE OF LEAVES for years. It mocks me on my shelf.
7459,7670,3,0,2,1,1,A nicca need a maid #Str8Up
22690,23168,3,0,3,0,1,"When bitches say ""I want to cuddle."" It real is them speaking in code saying they want the D"
2643,2705,3,0,3,0,1,@BobbyRosee Let the hoes tell it man..
10976,11259,3,0,3,0,1,I think you're in a bad mood from munching on hairy pussy.
4412,4542,3,0,0,3,2,@PhilHecken I don&#8217;t understand how it&#8217;s weak to give anything to Jeter when the Astros barely have any history with the Yankees
745,757,3,0,0,3,2,#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6
16140,16510,3,0,3,0,1,RT @LaneBelgarde: @gillis_seth yeah right queer. The only piece of ass you've ever got is when it finger broke thru the toilet paper&#128514;
10715,10995,3,0,3,0,1,I love how hoes be like omg warped tour yayyyyy #gaaaaaaaaaaaay
11158,11445,3,0,3,0,1,"I'd shut the fuck up or I'll just be wide and batter any boy you ever go out with haha. Im a cunt, so wit? You cani do shit to stop me... :)"
16442,16818,3,0,3,0,1,RT @MichalaSmith4: shout out to the faggots who took a million and one selfies on my phone. &#128530;&#128514;&#10084;&#65039; @zzachbarness @michealallen72 http://t.co/&#8230;
9596,9856,3,0,3,0,1,H8 fake bitches
21071,21524,3,2,0,1,0,Someone shut this beaner up please.
1465,1495,3,1,0,2,2,"&#8220;@PlMPCESS: In the fashion world ""urban"" means ""stolen from black people"" its ghetto on us, and urban on them haha http://t.co/S0XWGfLJ9C&#8221; &#128588;"
13877,14216,3,0,0,3,2,"Poor Henry, he's supporting the right 2/3 of you guys all on his gut! Don't hurt it, Charlie... (@lizziecuevas)http://yfrog.com/h300cwrj"
3835,3945,3,2,0,1,0,"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week...."
4380,4510,3,1,2,0,1,@PacTha_Mac imma shoot that bitch
20092,20537,9,2,6,1,1,RT @tailorlamar: yall niggas is hoes.
21857,22324,3,0,3,0,1,They call me chief weak bitch
3041,3118,3,0,0,3,2,"@DizzyBala God awful, and that dude is Dorian / eggplant black."
1211,1238,3,0,3,0,1,&#8220;@Da_LoveBelow @bdvg_lat @DrTruth247 yall bare hoes yall dnt care bout ??&#8221; I spent my childhood in a wild hood
14029,14369,3,0,3,0,1,RT @44BINKO: @BreadTruckkBri &#128514;&#128514;&#128514; knwin I heard dat hoe changed
910,930,3,0,1,2,2,#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe
14772,15126,3,0,0,3,2,RT @CorbynKelly13: Found some more of my original yellow bracelets and the first person I thought of was @TannerMcDowell
5993,6164,3,0,0,3,2,@gabby_moscato @Huntermoore They would make a great baby bird pic bruh!
21117,21571,3,0,0,3,2,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.
18611,19022,6,2,4,0,1,RT @bad_boy_six: Damn faggots.... #tcot http://t.co/4gkgAM6aeo
23819,24315,3,1,2,0,1,fat white bitch an a skinny po' black nigga......yeah im in Metairie fa sho....
24568,25076,3,0,3,0,1,this bitch need to wake up asap lol
8405,8639,3,1,2,0,1,Chad Jordan in this bitch.
18122,18527,3,0,3,0,1,"RT @YABOYLILB: THE FUCK YOU LOOKING AT BITCH! SWERVE

*puts heelys into full gear*

*glides past the bitches*"
10414,10692,3,0,3,0,1,"I had a dream I was in 4th grade again with my class except as my current self and remember thinking ""you're crazy, you become a hoe, moron"""
19719,20156,3,0,0,3,2,RT @mundyspeaks: Poll: Florida Governor Rick Scott is leading Charlie Crist by five points. http://t.co/W2Kkny4Nvy
24542,25049,3,0,3,0,1,these bitches singing this song tho -_-
7749,7967,6,0,6,0,1,And niccas are 38 HOT if they paid 20 bucks for that Pay-Per-View......
20359,20805,6,1,5,0,1,RT @xDSmooth: I asked @1BookieG what's the definition of a preppy white girl and this niggah said Starbucks
10783,11064,3,0,3,0,1,I need a trippy bitch I ain't wit that cute shit
1164,1190,3,1,2,0,1,&#8220;@CakeMamaa: Y'all hoes messy on god !&#8221;nbs&#128064;
3170,3252,3,0,3,0,1,"@FeyeNody Ja zo denkt ieder wel 't zijne over zaken he. &amp; je mag mij noemen hoe je wilt, ben namelijk erg voor vrijheid van meningsuiting."
14730,15084,3,1,2,0,1,RT @CloydRivers: Some of you fellas should dress up as real men for Halloween. 'Cause you've been actin' like bitches all year long. Merica.
4817,4957,3,0,3,0,1,@TB12FAN that's what I thought pussy
24547,25054,3,0,3,0,1,"these hoes give it up now, shame i could see they cherry stems in the fucking street."
7130,7329,3,0,3,0,1,"@tayscalf we should change that to bitch about everything.
For example my girlfriend don't like the crew I hang with she BAE"
5962,6133,3,0,3,0,1,@felicity182 i think u need a massage or a pussy in your mouth to make u feel less stressed out don't u think?
1081,1105,3,0,3,0,1,&#8220;@50TysonRap: Saw a homeless man sleeping in a box surrounded by bubble wrap. Must be his new alarm system.&#8221; You aren't even FUNNY bitch
3414,3503,3,0,3,0,1,@Hunglikerobby_ @emmadiabetes I have an open mind and that bitch Beyonc&#233; is crazy&#128528;
22532,23008,3,0,3,0,1,We need to start having a fantasy team of UT hoes lol
19072,19497,3,0,2,1,1,RT @gullymackNC: Im just ready to get engaged so I can meet the new wave of ain't shit bitches outchea. http://t.co/Upie2WpJ0b
10476,10754,3,1,2,0,1,"I hate the f-ing bus, I hate the f-ing bus, high ho the dairy-0 I hate the f-ing bus!"
22447,22922,3,0,2,1,1,Wagwuan bitches...!
20751,21200,3,0,3,0,1,She said to bring a bitch of mine &#128514;done &#128514;&#128514;&#128514;
12112,12421,3,0,0,3,2,Just as trash as the others. Fixed none of my issues. RT @SheSeauxSaditty: Naw. RT @GlitteryGlossy: Anyone download ios 8.0.2 yet?
14754,15108,3,0,3,0,1,RT @ComedyPics: If Kanye took Kim to McDonald&#8217;s then ya hoes don&#8217;t deserve $200 Dates http://t.co/2QK4I1fRTs
11676,11972,3,0,0,3,2,"If you think that the term #redskins being offensive is a political issue, you are ignorant."
12963,13282,3,0,1,2,2,My best friend says I don't need to be in love right now .... he thinks its too soon to love monkey....
24610,25121,3,0,0,3,2,"trash night tonight. I can already hear the sound of America's thriving economic sector out on the street, four wheels, one of them wobbles."
597,607,3,0,0,3,2,"""YAH"" has said in his word that the Mtzra'ym(egyptians) are his people and Ysrah'al is his inheritance and the Kushite(ethiopians)....."
10794,11075,4,0,3,1,1,"I need to jump in the shop on fritag for 72 beers, hate looking like 20 odd.. I need to get 120 fags tae, going to look like a junkie"
17751,18152,6,0,6,0,1,RT @TheeJenBunny: Oh you didn't hit me boo boo - bitches who got hit in the jaw
6150,6327,3,0,0,3,2,@idochips honky tonk badonka ankh
4326,4454,3,1,2,0,1,@OVOtilUOverDose your just building the pussy up lmao!
20284,20729,3,0,3,0,1,RT @verseunanswered: Did those bitches from Frozen ever build a snowman?
21792,22258,3,0,3,0,1,These hoes get thick n fat confused way more than often!!!!!!!!
1259,1287,3,0,2,1,1,&#8220;@FullaCharisma And happy to be hoes too. Smh.&#8221;better than being in denial
12265,12576,6,0,6,0,1,Kyles a bitch
8173,8400,3,0,0,3,2,Breakfast fried chicken jerk chicken Tater tots white rice nd press yellow rice nd beans Mac nd cheese http://t.co/Usz8gJnZl0
11821,12122,3,0,3,0,1,"Instagram have you looking at motherfuckers like ""Who the FUCK does this bitch/nigga think she/he ISSS""??"
21736,22200,4,0,4,0,1,These bitches really be out here on backpage hoe-ing &#128557;&#128557;&#128557; watch yo bitch she could be on there !
13257,13584,3,0,3,0,1,"New years ever, get at me bitch. #loaded #GFU #2013 #&#127881; http://t.co/3kkviDM5"
14307,14649,3,0,3,0,1,RT @Bargamentoo: When you realize you sent the message to your wife instead of your side hoe http://t.co/Ef3OkLdrOg
8847,9093,3,0,2,1,1,"Drake vs. Tyga beef, Yung Berg, Lil Fizz, Chris Brown bitch rants on Twitter, ILOVEMAKONNEN getting drug off stage. Light skins taking L's"
4042,4163,4,0,4,0,1,"@MarshallSOTS It's @JakeEye3 's favorite fucking jam! I haven't seen it, but judging by there being a little girl in it, it's probably trash"
20114,20559,3,0,3,0,1,"RT @teeaduh: ""so many hoes, it should be an ethnicity"""
1055,1078,3,0,3,0,1,&#128563;&#128563;&#128563; RT @winterlove___: &#8220;@thisisyoungdj: Every girl got a #wcw and fake gay til it's time to eat sum pussy. But I'm &#128564;&#8221; not me &#128523; lol
21807,22273,3,1,2,0,1,"These hoes out here carrying infections, yaw niggas better rap up w/ dat Latex! Haha"
2260,2305,3,0,3,0,1,4th and long bitches
20005,20447,3,0,3,0,1,RT @shayconnnor: u ain't sailor moon bitch
4515,4647,3,0,3,0,1,"@Rellokid George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes."
12124,12433,3,0,3,0,1,Just dropped dat fine ass woman @GingerDemoness. We has da best chicken eva. I spectin some lovin but she a lady and da colored thang
22488,22963,3,2,1,0,0,Watch out nigger lovers. You day is coming. http://t.co/ZV1CpK1iy8
7883,8104,3,0,3,0,1,BITCH!!! RT @jla_b: Stop thinking ur entitled to politically correct responses...bitch
16879,17265,3,0,3,0,1,"RT @Pearls_N_Kisses: These hoes be acting up.. &amp; you know what, Imma let em.."
15481,15845,3,0,3,0,1,"RT @HighClassCapri: I'm on go, so bitch tread carefully."
12766,13083,3,0,2,1,1,Marcus Colston so damn trash.
17808,18210,3,2,1,0,0,"RT @TooRacist: Some black guy at my school asked if there were colored printers in the library.

""It's 2014 man you can use any printer you&#8230;"
392,397,3,0,3,0,1,"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"
17981,18385,3,0,3,0,1,RT @VersaceTweetGod: Who gave this bitch THAT much confidence? &#128530; https://t.co/TvMu2oYJQx
6439,6622,3,0,3,0,1,@kieffer_jason bitch meet up
24117,24618,3,1,2,0,1,jesus christ youre a fucking retard if you believe in Mercurian retrograde affecting your life
4718,4856,3,0,3,0,1,@Smilesbakedthis Are the guns for being a bad bitch ? &#128516;
470,478,3,0,2,1,1,"""I don't love these hoes, baby It's me and you forever"""
1079,1103,3,0,2,1,1,&#8220;@4REALROY: @Vomitdatruth no more chunky nugs for you &#127795;&#8221; he doesn't even hook it up like that.
18407,18816,3,0,3,0,1,RT @__brookenicole: How many bitches have actually gone to the club in a mini skirt &amp; j's on? #questionoftheday
13598,13933,3,0,3,0,1,Omg 9 more days !! In exactly a week I'll be in Vegas bitches !!! #edclv http://t.co/Q1uhZepIyW
9369,9627,3,0,2,1,1,Gabby is hella ghetto
144,146,3,0,3,0,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill."
13060,13380,3,0,3,0,1,"My lil cousin be hating. Bitches always want the older nigga, not my fault nor did I fuck the bitch so chill..lol"
11955,12259,3,1,2,0,1,It's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;
1667,1702,6,2,4,0,1,&#8220;@__marshe: Niggas is hoes man I swear&#8221;
7338,7548,3,0,2,1,1,"@xcorey21 is that I'm ""a twat"" or ""I'm Twat"", like formally?"
21384,21846,3,0,3,0,1,That boy has always been a pussy never been a threat!
23310,23795,6,1,5,0,1,"You girls got no job, no college set up to have a better future, then get mad when a nigga leave you cause all you got is pussy"
