,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
18900,19319,3,0,3,0,1,RT @dnumberbefore_2: She used to be more fun as a hoe ..this new you is to positive
18131,18536,3,0,3,0,1,"RT @YUNGRAJEE: No nigga ever ask before he hit either &#8220;@jaybeeTRENDz: Body counts don't matter ! YALL treat all bitches the same anyway, st&#8230;"
1113,1137,3,1,0,2,2,"&#8220;@AshlynWynns: I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @"
20838,21289,3,1,0,2,2,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/rX8ynPg1Yd via @BreitbartNews
20905,21356,3,0,3,0,1,Smile at the bitches who hate you.
20658,21106,3,0,3,0,1,See niggas they be mad and all these hoes go &#128584;
6448,6631,3,0,3,0,1,@kieffer_jason bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy
17581,17980,3,0,3,0,1,RT @Teamadeezy: Niggas is hoes 2
6914,7109,3,0,3,0,1,@rellyOnSMASH @LiveAndUncut my bitch do all that and still go out
5505,5663,3,2,1,0,0,@allsportsbruh you say waste a draft pick on Manziel when we have Mallet. that's why I'm telling you to delete your account. You're retarded
1202,1228,3,0,3,0,1,&#8220;@Condeezy3: What to do after the game....home alone and nothing to do...someone come chill?:) maybe go swimm&#8221; ima do ya bitch
10039,10312,3,0,3,0,1,I be chillin wit the bitches cuz a lotta niccas fake
23834,24331,3,1,2,0,1,fuck her rite in the pussy
14656,15006,6,0,6,0,1,RT @Chayeezy: When a bitch got you fucked up but you devoted your life to the Lord so you gotta stand there like you aint mad http://t.co/7&#8230;
18795,19211,3,0,3,0,1,RT @corey_emanuel: &#128557;&#128557;&#128557;&#128557; RT @ivyleague1908: SHAT!!!!!! RT @DirtRoadDon: When Deltas smell they own pussy http://t.co/3LojKQM8ZG
17098,17488,3,0,3,0,1,RT @RickRaze: Why would I be in a relationship theses hoes go still do them &#128514;&#128175;
8608,8845,3,0,2,1,1,"Damn ""@JonnieSantana: It's kinda trash man RT ""@80sbaby4life: How many of you actually have had a threesome. Honestly"""""
2579,2636,3,0,3,0,1,@Benny_Balboa not to yall thou! Yalll fucking glad bag trash
6415,6598,3,0,3,0,1,@kieffer_jason @someone yea it's very true bitch
23804,24299,3,0,3,0,1,"everybody fuckin everybody bitch everybody wit the shits, thats lifee"
2662,2725,3,0,2,1,1,@BradMich4Real thats shit gon be the death of these hoes...ion like it...
19721,20158,3,0,0,3,2,"RT @murrman5: ""Hun, I'm quitting my job and going to learn to become a psychic. Now I know what you're thinking, well not yet. I'm going to&#8230;"
22181,22650,3,0,0,3,2,Thursdays really been trash this season @nfl
19509,19942,3,0,3,0,1,RT @letsargueboxing: @staycoolwheels screaming like a little bitch lmaooo
2388,2437,3,0,3,0,1,@Alan_Casillas haha shit niggah i wish
13195,13520,3,0,3,0,1,Nah we still up. RT @Tweets_NOchill: All the flat booty bitches asleep yet or Nah?
9406,9664,3,1,2,0,1,Get these hoe ass fuckboys off the stage. #VMAs
6285,6466,3,0,1,2,2,@josephljenkins Have heard some hillbilly grumblings that bugs worse in recent years because of MIC shutdown.
17104,17495,3,2,1,0,0,RT @RihannaHasAids: aight game over. dykes had to ruin it http://t.co/o0CAn6gb1p
7001,7197,3,0,3,0,1,@seansteiger31 yea cause I showed ya bitch ass
20668,21117,6,2,3,1,1,Seeing elder queer couples marry really is emotional. They get to live their final years with equality and with dignity.
18153,18558,3,0,0,3,2,"RT @Yankees: Gardy goes yardy again! He leads off the game with a HR for the second straight night, and it's 1-0 #Yankees!"
12184,12494,3,0,1,2,2,"KaasPiet,bloemPiet.?lol men weet van gekkigheid niet meer hoe ze simpele oplossing tegen racisme moet maken.Zolang maar blanke beslissing is"
16183,16553,3,0,2,1,1,RT @LettyBro_: Yall hoes super weakkkkkkkk
24752,25265,6,1,5,0,1,you ain't a real nigga without goal a to chase and a yellow bone bitch w/ some toes to paint
18081,18485,3,0,2,1,1,"RT @WolfpackAlan: Oreos: First you twist it, then you- aw crap, it broke."
23357,23843,3,0,3,0,1,You know what fuck that bitch and you didnt react? girl it's me and you
13430,13761,3,0,2,1,1,"Not ""us bitches"" &#128514;&#128514;&#128514;&#128514;&#128514;"
21649,22112,3,0,2,1,1,Them hoes look so clean on foot.
14091,14431,3,0,3,0,1,RT @ATL_PRiNCeSS: A real bitch know she gotta pluck dat nipple hair
16651,17034,3,0,3,0,1,"RT @NikoWavy: A lot of bitches like to gamble, but not with money. They put their emotions, feelings and heart on the line."
23950,24447,3,0,3,0,1,"http://t.co/4YyVxESnUR

The far left looks the best if you ask me, bitches try too hard. Just be yourself, especially if you're thick"
3470,3562,3,2,1,0,0,@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol
18049,18453,3,0,0,3,2,"RT @WhatTheFFacts: Actor Charlie Sheen once bought 2,600 seats at an Angels baseball game in hopes of catching a home run ball."
15769,16137,3,0,3,0,1,RT @JayOnDatAss: All these girls saying nobody can put em up with em. Dont no nigga want a bitch as a girlfriend fix that shit
13738,14074,3,0,0,3,2,"Out of day care, I'm taking a kitty nap on you hosers."
24265,24769,3,2,1,0,0,niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up
5333,5489,3,0,3,0,1,@_MckenzieNoel miss you bitch
7048,7245,3,0,1,2,2,@slayerific13 @daisymcgarr Like I said.. I might have to check but I'm just not sure bird shot counts as getting shot.
4388,4518,3,0,3,0,1,@ParhamBryce @lllexiss @lukejohnson06 @laurenbeckkkk1 alright then we'll in calling you a pussy also
19306,19735,3,0,3,0,1,RT @jaaayLENo: Dese hoes aint loyal @ Wal-Mart #TeamIgnant #hoodcomedy #flytv #LOLATL &#128514;&#128514;&#128514;&#128514; bruh https://t.co/3nKvBpR9qr
22611,23089,3,0,3,0,1,What mad cunt created masturbating? That dude needs a high 5...
21818,22284,3,1,2,0,1,These hoes worried bout the wrong things in life
9033,9285,3,0,0,3,2,FF has been consistently one of Marvel's worst properties. Ultimate FF was good; but the entire Ultimate universe is now in the trash.
19733,20171,3,0,3,0,1,RT @nateturnboy: You left prom camping first day cause you're a bitch boy.
2751,2819,3,0,3,0,1,@CallNeeshCakey I can't bitch
12784,13101,3,0,3,0,1,Maybe I shoulda informed my cousin of my social anxiety before taking me to this over crowded bar. On the bright side Texas has hott bitches
13420,13751,3,0,3,0,1,Nobody on planet Earth more protective than bull dykes
17731,18132,3,0,3,0,1,"RT @TheVibeKing: I didn't go wrong when I started talking to you, I went wrong when I trusted your bitch ass"
6418,6601,3,1,2,0,1,@kieffer_jason I heard your mama raised you like bitch
9459,9719,3,0,2,1,1,God damn birds
5496,5654,6,1,5,0,1,@alexrojas_10 yo fag Rojas
14590,14939,3,0,3,0,1,RT @CanIFuckOrNah: i'm a bitch but a sweetheart u feel me
10606,10886,6,1,5,0,1,I just want the bad hoes and I wanna reach the children
13298,13626,3,0,3,0,1,Nigga you is a fool &#128553; &#8220;@BOSSMANRAN: I feel like eatin nd beatin a pussy up &#128553;&#8221;
7228,7435,3,0,3,0,1,@tyracountryman nah gurl this pussy private &#128581;
10463,10741,3,0,3,0,1,I hate ratchet country hoes I'm ashamed
4982,5128,3,0,3,0,1,"@The_Red_Sea @shetheTRUTHtho bitch, yo muthafukin ass reacting off that vain females' tweet &amp; dont no the context, her dumb ass dont neither"
6279,6460,3,0,3,0,1,@jonnnycashh #pussy
6703,6891,3,2,1,0,0,@mjs79 @ChingonAbe well he is at Genos. So he is the ultimate faggot
18441,18850,3,0,3,0,1,RT @_elennamichelle: @erykahminor_ miss ya too nigger &#128539;&#128536;&#128536;&#128536;&#128536;&#128525;
21398,21860,3,1,2,0,1,That hoe beefing over tunchi chillllll ouutttt
8149,8376,3,0,3,0,1,Bout to put me some hoes on backpage .. Try my pimp hand out! &#128526;&#128075;&#128162;
10600,10880,3,1,2,0,1,I just wanna slap a couple of y'all bitches
17700,18100,3,0,3,0,1,"RT @TheOnlyReed: Sooner or later ya pussy gon tell
Me the truth, let's hope it's not while I'm in it, cause Ima kill u"
21554,22016,3,0,3,0,1,The fuck does a yellow cloud do?
6134,6311,3,0,3,0,1,@iSkypeYourMomz @TrapGod3sss And I really be thuggin wtf I look like hanging around some lil chipotle Jamba Juice ass bitches&#8221; like &#128686;&#128686; &#128557;&#128514;&#128557;&#128514;
11812,12112,3,0,0,3,2,In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.
12398,12710,3,0,3,0,1,Life is a bitch.... but I appreciate her mayne.
6964,7160,3,0,3,0,1,"@san_sim lol Avila... It's simple, but I live in a pretty redneck area.. So it never gets pronounced correctly"
7152,7354,3,0,3,0,1,@thejokerxo porn stars are 100% acceptable bro. Im was talking about these air mattress hoes....lol
283,287,3,0,0,3,2,"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP"
7628,7844,3,0,1,2,2,"All these afternoon groups are trash besides the Bubba, Keegs and Furyk group #TheMemorialTournament"
13469,13800,3,0,3,0,1,"Notice I didn't tweet ""bytches"".... Bytch is different from bitch.... My logic... And it WERKS..."
4985,5131,3,0,3,0,1,"@The__Sweetest no shit you are, what euros would call a typical American, fat as fuck and goes to eat fast food all the time, dumb bitch."
13688,14024,3,0,3,0,1,Only the strong survive and that nigga a pussy
7174,7376,3,0,2,1,1,@thisisricklol sexy bitch
17746,18147,3,1,2,0,1,RT @The_Paradox: FAGGOT RT @80sbaby4life: I was in the club and there was this good lookin bitch. ..she had gold teeth tho. I was confused &#8230;
22938,23418,3,2,1,0,0,Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;
10389,10667,3,0,3,0,1,I got these 5 dominican hoes that randomly hit me up every so often &amp; can't tell if they like me or tryna rob me.
7047,7244,3,0,0,3,2,@slayerific13 @brenda_skelton @daisymcgarr I don't hunt birds unless you count shooting dove out of season off my power line with a bb gun
16602,16985,3,0,0,3,2,"RT @NandaGorgeous: RT if you like 
BMTH
ADTR
PTV
YMAS
SWS
ATL
OM&amp;M
AA
MIW
BTF
WCAR
MCR
AFI
PE
BVB
WIM
BC
SS
CTE
NSN
GD
WATIC
AA!
BFMV
FOB
F&#8230;"
2905,2976,3,0,3,0,1,"@CreoleBabyBritt Don't make me draw you like one of my Franch bitches, heffa."
7551,7765,3,0,2,1,1,Alcohol....drunk hoe &#171;@Mr__Rude i miss...&#187;
3860,3971,6,4,2,0,0,"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri"
24211,24715,3,0,3,0,1,"me: *complains about suburban white girls*
suburban white girl: you're a bitch
me: ok u literally just proved my point"
17651,18051,3,0,3,0,1,"RT @TheDouch3: Bitches tweeting ""relationship goals"" w/no man, job, or real desire to stop being a hoe or partying every weekend. Jus a iPh&#8230;"
6757,6945,3,1,2,0,1,@negrorayrice @FuckTheMallcops I'll continue dis later. I'll be back bitch.
13756,14092,3,0,3,0,1,Paper over pussy cause pussy Bring problems #PoweroftheP
17619,18018,3,0,3,0,1,RT @ThatSlutAdrian: i'll be that bitch today
10520,10799,3,2,1,0,0,I hate when white trash try to act like they're my equal. It only makes it that much clearer how white trash they are.
1512,1544,3,0,2,1,1,&#8220;@SexReIationship: Who else thinks lip biting is fucking sexy?&#8221;@MaiaPapayyya_ until that bitch bite too hard put a hoe out once for that
10853,11135,3,1,2,0,1,I remember when Milz drunk ass fell asleep while we where all playing Gears smh. What a fag
19602,20038,3,0,3,0,1,RT @maNIJEEtwa_: Jackie weird .. like bitch hang with ppl ya age&#128514;
18891,19310,3,2,1,0,0,RT @dirtyskimask: Lmaooo Friday After Next? &#8220;@1stName_Bravo: You like that yo son's a fag?&#8221;
2766,2834,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh lmaoooo Beiber get these hoes wet big bro I'm Tryna tell you
24281,24785,3,0,3,0,1,no lie tho i'm weak for a pretty bitch. have me doing all type of shit that ain't really me.
7568,7782,3,0,3,0,1,All I want is a 100 million dollars and a bad bitch
12854,13173,3,0,3,0,1,Milk Marie she got pretty pussy call it pink cause a nigga fell in love with it.
13196,13521,3,0,1,2,2,Nah. ITS OVER&gt; People don't tell #artists what do to. That's defies the definition of what WE ARE TRYING TO SHOW #youpeople. #retards #game7
3706,3813,3,0,3,0,1,@JuiciStrawberry Kik is for hoes.You either gone shit or get off the pot.
3181,3263,6,0,5,1,1,@FlightYung that's what I call a crash dummy hoe
18487,18896,3,0,3,0,1,RT @_prettygirl92: bitches jus love to get me madd
11945,12249,3,0,0,3,2,It's gonna be a long season for the Yankees if this simulation is right #BlueJays #Rays #Yankees #Orioles&#8230; http://t.co/Zc3k9NDB1T
20034,20477,3,1,2,0,1,RT @slllick_: Trey Songz reply to Nicki Minaj &gt;&gt;&gt;&gt; ... That nigga spoke the truth on looking ass bitches lmao ... I knew someone was gonna &#8230;
4813,4953,3,0,2,1,1,@Swishas_Erbs No bitch Linda over KOD
18923,19342,3,0,3,0,1,RT @driswitdacake: bitches fwu when they wanna .. ha na bitch not over here
20859,21310,3,0,3,0,1,Since you hoes wanna be childish &#128514;&#128514;&#128514; http://t.co/P6v3xPXnrZ
22428,22903,3,1,0,2,2,"Virtually zero protections for LGBTQ persons in Alabama. Not a lot of acceptance, either. Think about queer Alabamian kids today?"
21637,22100,6,0,6,0,1,The world is yours n every bitch in it
15439,15802,3,0,3,0,1,RT @Harmssy: RT @StrangeKeith: &#8220;@QuannDaDon: Word RT @TAN1AAA: Having zero hoes &gt;&gt;&gt;&gt;&#8221;
13988,14328,3,1,0,2,2,"RT @10thAmendment: Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago http://t.co/qZtXJv9x8J http&#8230;"
4667,4804,3,0,0,3,2,@SeanRossSapp Don't think anyone is mocking the man. I've seen people mock the bespectacle of social media mourning. Cultural zeitgeist of
5847,6013,3,0,0,3,2,"@desamador you gotta be like me n the twins, just chug it all before everyone"
19589,20024,3,1,2,0,1,RT @lovindadrew: I don't know a bitch in the world that claim they too busy for a nigga they really fuck with.
10056,10329,3,0,3,0,1,I be using these fufu bitches &#128514;&#128514;
13788,14124,3,0,3,0,1,"People calling and complaining to Spinellis because of our Purge special.
Lmao pussies. #LouisvillePurge"
17384,17779,3,0,0,3,2,RT @SpacePlankton: Saw a man in a yellow hat at the Grand Canyon today. He was hanging out next to a curious gorge.
4879,5020,3,0,3,0,1,@ThankYouAriana no one asked bitch
1675,1710,3,0,3,0,1,&#8220;@_chelousmuch_: bitch im weakkk vic &#128514;&#128514;&#128514;&#8221;&#128514;&#128514;
14988,15344,3,0,3,0,1,RT @DevyDevBlack: Yung Berg trying to fuck all these hoes.
10930,11213,3,0,2,1,1,I swear these hoes *aint got nothing on you * &#9996;&#65039;&#128522;&#128591;
17779,18180,3,0,3,0,1,RT @Tierrraaaaa: no sex bitch I only want the neck bitch .
18044,18448,3,0,3,0,1,RT @WeLoveKi: Hol on bitch &#128553;&#128514;&#128557; https://t.co/RYESvYaI2u
626,636,3,0,3,0,1,"""bitch freak my shit"""
3047,3124,3,0,1,2,2,@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha
17230,17622,3,0,0,3,2,RT @Seinfeld2000: Uncle leo find iWatch in trash can http://t.co/T7GCSMCYLB
12326,12638,3,0,3,0,1,LeBron bout to cry lil bitch
6011,6182,6,1,2,3,2,@geokthree I literally just told @Black_SinS to his face how trash he is at the shop in hooping
5187,5339,3,0,3,0,1,@X_XPDOTJDOT she remembers the dick lol and wants it again. I recommend you shoot a bitch if she show up. She might snap
3643,3743,3,0,3,0,1,@JennaHord12 Nooo Amber's supposed to kill me fag
17813,18215,3,0,3,0,1,RT @TorahBlaze: @1SonofYahweh hell yea! I don't know what's wrong w the brothas that love these cave hoes so damn much... #StopItNow
22750,23229,3,1,0,2,2,When you colored every day is Sunday
8647,8886,3,0,3,0,1,Dark skinned girls with blonde hair need to stop it. The only bitch that can rock that is Dijonay from The Proud Family.
20709,21158,9,1,7,1,1,She a hoe cause your boyfriend want her? she scary cause she dont talk shit like y'all? she ugly cause you don't like her? GROW UP!
11096,11383,3,1,2,0,1,I wish everyone I knew wasn't a faggot a try hard or a sketchball
5456,5614,3,0,3,0,1,@aaliyahhhm I knowww righttt. I don't even know how to use this shit. How I update my status on this hoe?
19084,19509,3,0,2,1,1,RT @haztv: Stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes
11369,11660,3,0,2,1,1,I'm retarded hungover and all we had were beers. A lot of beers.
18168,18573,3,0,2,1,1,RT @Yansii_: This bitch don went super saiyan 5 at walmart http://t.co/xkF59toVcK
2119,2162,3,0,3,0,1,"' Y'all like sayin money don't buy happiness , but name a niggah sitting in a Lambo crying ?"
2772,2840,3,0,3,0,1,@CapoDaAssHole wiz had a warrant like a bitch
7667,7883,3,0,3,0,1,Allergies ain't bothered me all summer now all of a sudden in the middle of august shit is startin to get real. Ain't that about a bitch
11881,12185,3,0,3,0,1,It aint nuffin to cut that bitch off!!!!
1889,1928,3,0,3,0,1,&#8220;@salsteelo: I got 1 felony!!!&#8221; I got bitches
2842,2912,3,2,1,0,0,@Chink_19 shut up chink.!!!
18235,18640,3,2,1,0,0,RT @_2kkz: This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag
18057,18461,3,0,3,0,1,RT @WhiteBoyCeezy: these hoes too familiar
733,744,3,2,1,0,0,#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;
17791,18192,3,0,3,0,1,RT @TittyFlex: So they both was selling pussy and doing dirt together and they fell out so they putting each other on blast even though the&#8230;
21094,21547,3,0,3,0,1,Son of a bitch
17126,17517,6,2,1,3,2,"RT @Rockprincess818: Go fight against the IDF if you progressive trash hate them so much, you don't have the guts to do it. 
#IStandWithIsr&#8230;"
24655,25167,6,0,6,0,1,well ain't that a bitch
3707,3814,6,0,6,0,1,@Juicy_james01 ain't no love 4 these hoes
16010,16379,3,0,3,0,1,RT @KiiingJaay_: I'm about my commas bitch period
516,525,3,0,3,0,1,"""LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama."""
2250,2295,3,0,3,0,1,"300 bitch we hot, we done took flight !"
14164,14504,3,0,0,3,2,RT @AmPowerBlog: @velvethammer Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School http://&#8230;
99,100,3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy"
18000,18404,3,0,3,0,1,"RT @WBeezy_: ""@I_DontKIAra: my pussy dry 24/7 &#128530;"" http://t.co/yPvNTYdU28"
18609,19020,3,0,3,0,1,"RT @babyyhogg: Ayy fag , you still having your party tonight ?! @weidie1211 &#127867;&#127867;&#128540;"
1190,1216,6,0,6,0,1,&#8220;@CiscoAllDay: If you have a different dude every other week you might be a hoe... #js&#8221;no your not don't listen to him ladies #DoU
8999,9248,6,0,6,0,1,Everybody got foreign bitches and foreign cars &#128564;&#128564;
2885,2955,3,0,3,0,1,@Coley_Cee yes bitch I do realize dat
3381,3468,3,0,0,3,2,"@HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels"
16780,17165,3,0,3,0,1,"RT @OfficiallyIce: RT @Manatti23: ""I fucked your bitch cause she gave me a boner, she went down twice like Adrien Broner..."" #FreckBars"
22016,22483,3,0,3,0,1,This bitch tweets been on point the few minutes I been on.
3559,3655,3,3,0,0,0,"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there."
2698,2762,3,0,0,3,2,"@BryanStars ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc"
14801,15155,3,0,3,0,1,RT @CrooklynxDodger: When @MeechIsDEAD said &#8220;Fast bitch I call her Bizzy (busy) cause she only bone thugs&#8221; http://t.co/qs9XUeu1VA
15986,16355,3,0,3,0,1,"RT @KevinHart2ReaI: All Bow Wow hoes on the stage, lol"
23116,23600,3,0,3,0,1,Yea bitch &#128514; how dat shit feel http://t.co/C7H0TfJDET
8439,8673,3,0,0,3,2,Charlie is so adorable. http://t.co/TMpBYyjGFL
5160,5312,3,0,2,1,1,@WorIdStarFvnny @alysssa_3 bitch please http://t.co/2QysCT5INk
20984,21435,3,0,3,0,1,"So the Flash pops is the Dawson pops. 

I think he mighta actually killed the mom. 

Cuz Gail was a lying, cheating bitch."
22037,22504,3,0,3,0,1,This foo came to the club wit his bitch on a leash &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514; https://t.co/wC4ub0UN6b
11836,12137,3,0,3,0,1,Ion know why this bitch insists on telling me where she be going now. Idgaf about chu bitch like damn.
19571,20006,3,0,3,0,1,RT @lonernigga: School is so pointless. I'm just trying to pass the class and get out this bitch
2534,2589,3,0,3,0,1,@B_McC10ud that's meant toward my dads gf shes a bitch dude
22392,22866,3,0,3,0,1,Unlike some of yall boring ass bitches lol
4400,4530,3,0,3,0,1,@PennyTheGOAT right in the pussy
13590,13924,3,0,3,0,1,Old lady went to pay and reached all the way over my plate. Hate eating on bar countertops. Stupid white bitch.
16785,17170,3,0,3,0,1,RT @OhArias: I make the pussy cringe http://t.co/LNB2UXXQem
18625,19036,3,2,1,0,0,RT @bankheist: you're a retard @ShawnaCarr99
17938,18340,3,0,3,0,1,"RT @UnicornCowboy: @UglyNi99ah pepsi and cheerios
smashin on these hoes
got me blue in the taco
bae thinks of me flaco
errybody frontin
jus&#8230;"
3426,3515,3,0,3,0,1,@Huntermoore fuck my throbbing pussy slowly
7346,7556,3,0,2,1,1,@xsotoxevelynx haha yuhhh did I hit that hoe or what
24124,24625,3,0,3,0,1,just got done biking with my dyke
3662,3763,3,0,3,0,1,@JimNorton Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/
6916,7111,3,0,3,0,1,@reneeXOmarie yeah she didnt wana bring that pussy to us or tell us where he was so we could just go find one Mexican in this city full
17319,17714,3,0,0,3,2,"RT @SimplyPerfectt_: Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst."
11121,11408,3,0,3,0,1,I wonder where all these bitches I got at ?
18499,18908,3,3,0,0,0,RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;
23876,24373,3,1,2,0,1,"gotta tip for the monogamous niggas, yo bitch fuckin' anonymous nigga."
12631,12945,3,0,3,0,1,Lolololol not to be a hoe but that was a nyyce one
959,981,3,0,3,0,1,&#128131;&#128131; &amp; if you ain't a ho get up out my trap hooouseee.
10369,10647,3,0,3,0,1,I got more private tracks than public on my soundcloud. I needa finish these joints so i can sick em on yall hoes
