,ds,Unnamed: 1,count,hate_speech,offensive_language,neither,class,tweet,id
19446,td,19474,0,0,0,0,2,"RT @RakwonOGOD: ""Fuck bitches  get money"" - A favorite nigga's line when a girl leave his ass for another man",
4503,td,4531,0,0,0,0,2,' Is this Jody ? The niggah that got ma Boo Pregnant ? The niggah that can't take responsibilities as a... http://t.co/7ufNJ2NJhp,
17265,td,17293,0,0,0,0,2,RT @Curvables: This bitch arguing with my dad  https://t.co/K0394O7Z8d,
16182,td,16210,0,0,0,0,2,Painting bitches on rooftops b/c bitches love rooftops,
10825,td,10853,0,0,0,0,2,Cause you know.. Y'all hoes play entirely too much.,
15175,td,15203,0,0,0,0,2,Man these bitches are so boring yo. Where the outgoing fun wild bitches at,
23766,td,23794,0,0,0,0,2,Thanks Charlie have a great evening @Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74,
25046,td,25074,0,0,0,0,0,What ppl expect august aslina is a nig from New Orleans,
26214,td,26242,0,0,0,0,2,draymond green a bitch ass nigga bruh,
1251,c,1271,0,0,0,0,2,Has anyone claim responsibility for the Finsbury Park attack? I’m surprised ISIS hasn’t claimed responsibility as their evil method was used,8.77299537471304E+017
2520,td,2541,0,0,0,0,2,@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6 yeah she's a hoe,
5536,td,5564,0,0,0,0,2,@EdgarGuillenjr @jo_clark6 @blakeanderson21 your a bitch if you hit a girl,
5704,td,5732,0,0,0,0,2,@GlynJackson2 @Rachh_Basss granted cracker isn't that bad because when you say that to a white person your saying their one of the slave,
23168,td,23196,0,0,0,0,2,She just wanna run around the city and make memories that she can barely remember and I'd allow her talk about pussy power.,
20642,td,20670,0,0,0,0,2,RT @Yung_Mizzo: I got money I don't need u bitch,
27093,td,27121,0,0,0,0,2,what he was clearly stating to the masses is....pussy is to be shared...so girl send out dat pussy to my shark,
16969,td,16997,0,0,0,0,2,RT @Bugatti_Bee: Bad bitch her attitude nasty ! Ooh ooh that's my song hoe ' loveoohyie #skyylevelmedia #holipalooza #atl http://t.co/ashAa&#8230;,
16879,td,16907,0,0,0,0,2,"RT @BoujieAssMeena: I always text my besties like ""bitch call me I got the scoop&#128064;"" &#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;",
405,c,405,0,0,0,0,2,#refugeesnotwelcome First Driver Death in #Calais After Migrants Drag Tree Trunks onto Motorway https://t.co/QSebZCfPRu,8.77143951379239E+017
22360,td,22388,0,0,0,0,2,RT @robdelaney: Girl I wanna rip my dick off and throw it at your pussy.,
20310,td,20338,0,0,0,0,2,RT @Tweets2Sweet Niggas REALLY ARE the new bitter bitches,
10552,td,10580,0,0,0,0,2,Bobby bitch dropping in five minutes though .... Let that sink in &#128588;&#128588;,
11063,td,11091,0,0,0,0,2,Damn the bad thing about having side hoes is you can't get mad when they don't hit you up all day &#128530;&#9995;&#128554;,
15743,td,15771,0,0,0,0,0,"Niggas are so fucking gay... And they try to cancel it out by saying ""nah were bros it's cool"" nahhhhhaahahahaha you a faggot bruh",
444,c,444,0,0,0,0,2,RT @zezitom: Who let this dog out? #Yassmin #ABC #BanIslam https://t.co/pcW96QhnT6,8.77881333959152E+017
9906,td,9934,0,0,0,0,2,A-Rod said the number #13 he wears on his uniform is for opposing teams to fear him but the fact is A-Rod is a damn cancer to the #Yankees,
23728,td,23756,0,0,0,0,2,Team john in this bitch &#128588;&#128588;,
10330,td,10358,0,0,0,0,2,Bad Asian bitch yea she look just like Kemora,
11648,td,11676,0,0,0,0,2,Fucc yo face card nicca #UMightNotGetIn #BeerandTacOS #WeTheLastOnesLeft #MilkTheCity #RespectTheCulture http://t.co/LFpQ4fHr9F,
12511,td,12539,0,0,0,0,2,I bet u John Elway gets way more pussy than John Dorsey.,
24479,td,24507,0,0,0,0,2,This hairstylist in the mall gone ask nesha wats under that beenie this bitch said her momma lmfaoooo,
16740,td,16768,0,0,0,0,2,RT @BaseballFact: At George Steinbrenner's first Yankees news conference he said he wouldn't interfere in baseball decisions promising ...,
20865,td,20893,0,0,0,0,2,RT @_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;,
7408,td,7436,0,0,0,0,2,@The_Gambit Ha. He ain't welcome in Washington State or Nashville. Serpas is straight trash.,
1867,c,1887,0,0,0,0,2,Nike FREE RN FLYKNIT-2017 MEN'S RUNNING SHOES WOLF GREY/BLACK-US 77.58 Or 8.5 https://t.co/fOIzoJSQC6,8.74934469798629E+017
11427,td,11455,0,0,0,0,2,Everybody @CollinFlemons was bout to fuck a fat bitch,
9422,td,9450,0,0,0,0,2,@schargel read the constitution you love. All spending starts in the House. Love uninformed teabaggers. #morningjoe,
24819,td,24847,0,0,0,0,2,Ungrateful shit lol RT @DJSydneyLove: Is sending for me in a Uber the new way of tryna pay for pussy ? Cuz lol pls don't.,
25445,td,25473,0,0,0,0,2,Y&#8217;all saying you wouldn&#8217;t eat her pussy? More for me,
6980,td,7008,0,0,0,0,2,@RivenbarkYahoo @hale_razor jim Hogg county a dirt poor democrat leaning county.. Hebronville is it's seat. Been there it's a near ghetto,
22470,td,22498,0,0,0,0,2,RT @sofancyy_: Swear these hoes ain't got nothing on me &#128107;&#128129;,
10692,td,10720,0,0,0,0,2,But this emotional shit is absolutely for the birds.....,
26147,td,26175,0,0,0,0,2,choke that bitch,
6941,td,6969,0,0,0,0,2,@RebellBlume Hats on us not trash tho lol,
22424,td,22452,0,0,0,0,2,RT @seansteiger31: Sometimes I listen &amp; revisit them old albums often as I can &amp; skim through all them bitches to make sure I keep up with &#8230;,
14440,td,14468,0,0,0,0,2,Its obvious the bitch is still immature and havent let go of the past yet. Just face it. You fucked up a good thing,
19523,td,19551,0,0,0,0,2,RT @Ribo333: @secupp your retarded,
17322,td,17350,0,0,0,0,2,RT @DaMcGrizzlyBear: the ghetto if UD wins tonight: http://t.co/PkZmkn2WKo,
12817,td,12845,0,0,0,0,2,I got the streets ina headlock i got yo bitch ina leg lock!,
235,c,235,0,0,0,0,0,#BanMuslims  #AmericansFirst #ChristianityNotIslam Enough of USA allowing Muslims to dictate how  things SHOULD be done! @realDonaldTrump https://t.co/ylqAKLknoJ,8.74789757540348E+017
20447,td,20475,0,0,0,0,2,RT @WOWFoodPics: Oreo Shake http://t.co/YE22nl8bsE,
8291,td,8319,0,0,0,0,2,@djceeloss handles lol that shit only 315 hp now your bitch is stick soo I know was good with them double shifting aha,
8816,td,8844,0,0,0,0,2,@kenzayye ruga bussed yo bitch #bowbow,
12595,td,12623,0,0,0,0,2,I curved yo bitch. Your welcome.,
7196,td,7224,0,0,0,0,2,@SteveStockmanTX didnt you propose the brilliant idea of college students packing heat? You are a savant! #dumbass teabaggers,
8382,td,8410,0,0,0,0,2,@fabbymichelle bitch no &#9995;&#128514;,
15283,td,15311,0,0,0,0,2,Milk Marie don't approve to you ugly hoes,
7370,td,7398,0,0,0,0,2,@TheMilkMan57 @wyattnuckels @grizzboadams haha the little shit talkier brought his other bitch,
3217,td,3245,0,0,0,0,2,#TheMostAnnoyingThingsInLife people who are NEVER happy and bitch-n-moan 100% of the time.,
9702,td,9730,0,0,0,0,0,@wclemons @thejoelberggren @anthonycumia you little fag. At least I will fuck a Woman to have kids. Plus work to support them. Hipster homo,
11589,td,11617,0,0,0,0,2,For instance...Nikki said BET you won't fight her. I said bet? She said bet. Whipped a quick u-turn whooped that ass and went to jail &#128514;,
2956,td,2981,0,0,0,0,2,Mam Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld? Van dat soort vragen waar je denkt: hoe leg ik die weer uit.,
7869,td,7897,0,0,0,0,2,@_tonydennis it's trash ik just wanted to fuck with Dorsey,
16737,td,16765,0,0,0,0,2,RT @Bargamentoo: When you realize you sent the message to your wife instead of your side hoe http://t.co/Ef3OkLdrOg,
23876,td,23904,0,0,0,0,2,That's a mighty big bitch in the Saran Wrap dress lol.,
23017,td,23045,0,0,0,0,2,SHIT! RT @KingHov1313: I want a bitch so bad that I'd eat her in front of her kids!&#128553;,
26030,td,26058,0,0,0,0,2,bae won his game &#128525; #redskins,
12168,td,12196,0,0,0,0,2,He prolly gone laugh n say this bitch crazy &#128514;&#128514;,
9050,td,9078,0,0,0,0,2,@madi_kat prolly not. They sound like little bitches.,
24093,td,24121,0,0,0,0,2,Then I went inside in order to hide from mutant bird,
24987,td,25015,0,0,0,0,2,Well Jenna's getting a yellow lab so I know where ill be whenever I'm home,
14863,td,14891,0,0,0,0,2,"Like my 3rd grade teacher used to say ""you either eat pussy or you are one. what's it gonna be?"" @JBilinovich @JZolly23",
8210,td,8238,0,0,0,0,2,@crystalkethry &#128680;&#128680;&#128680;&#128680;bad bitch w dreads alert,
11475,td,11503,0,0,0,0,2,Fairy Tale Hat - free crochet pattern for child and adult at http://t.co/0lRaBLMHB2 http://t.co/99zVbmYVe9,
18600,td,18628,0,0,0,0,2,RT @Leelucas_: @100046729 man bitch you then fucked up. I'll burn yall house down again hoe &#128514;. That's why bumble bee your real grandma hoe,
12043,td,12071,0,0,0,0,2,Had to do another phone sweep! aka delete these hoes from my contacts,
16517,td,16545,0,0,0,0,2,RT @ASAPYams: bitches out here not lovin they self enuff for the both of us juheard,
13489,td,13517,0,0,0,0,2,I was lookin like &#128563; when dem niccas told me dat shit,
3976,td,4004,0,0,0,0,2,&#8220;@TaeCocky: This bitch childish af https://t.co/4ZKmOr7sn8&#8221; one of my sisters would've had to crash her &#128514;,
9689,td,9717,0,0,0,0,2,@vinyldanyl @BleedingLSD hes a lyin ass bitch lmao http://t.co/1YiMFtRTZw,
11914,td,11942,0,0,0,0,2,Gonna shower for the sole purpose of shampooing my beard.,
22284,td,22312,0,0,0,0,2,RT @pppssshhh_: I be hatin when hoes be comin to me like I'm finna save them #aintnobread bitch u better get out here and get it,
22389,td,22417,0,0,0,0,2,RT @sadiiex_: @x_NWTS answer you phone hoe I heard boutcha,
11464,td,11492,0,0,0,0,2,FUCK ARE YOU TALKIN ABOUT?? RT @IGGYAZALEA its like the guy that asks for your number and then says you ugly and a bitch when you say no&#8230;,
418,c,418,0,0,0,0,0,#deportALLmuslims! #islam = #DeathCult invented by #schizophrenic #ChildRapist #pedophile #FlyingHorsePilot #warlord #FalseProphet #mohammed https://t.co/2ulwhnUUwb,8.76822065600316E+017
12706,td,12734,0,0,0,0,2,I eats the pussy.,
8535,td,8563,0,0,0,0,2,@hwkj01 @PushinWeight @dmankow69 @AstroPatriot Somebody who's that much of a moron and a pussy doesn't belong on the force.,
24849,td,24877,0,0,0,0,2,Video: Charlie Baker campaign team denies contacting Gov. Patrick for meeting http://t.co/qHrA6OalRR,
7119,td,7147,0,0,0,0,2,@Shawty_Im_Out cunt,
25308,td,25336,0,0,0,0,2,Why don't you text your own mom dumb bitch.,
4835,td,4863,0,0,0,0,2,@AlexisMota29 this niggah be lying &#128514;,
18863,td,18891,0,0,0,0,2,"RT @MettaDamnFool: &#128557;&#128557;&#128557;&#128557; RT @_MoonWP_: When dykes hear ""ladies free before 10"" http://t.co/k2TU1S85t6",
19698,td,19726,0,0,0,0,2,RT @ShamarGotHoes: These hoes... Smh http://t.co/PRr9JkrBSp,
23262,td,23290,0,0,0,0,2,Shut yo mesquito lookin ass up poped bitch,
9669,td,9697,0,0,0,0,2,@urdaddy936192 @LuM1996 @PRoseish not in Florida retard,
25167,td,25195,0,0,0,0,2,When the ghost picks u up after u dive in the pussy http://t.co/vBD4zHJROF,
10073,td,10101,0,0,0,0,2,All these hoes want boyfriend's but the last thing I need is more ties,
19345,td,19373,0,0,0,0,2,RT @PoiiNtGuaRd: Them bitches prolly had to pay Beyonc&#233; 100 million to perform 5 minutes &#128530;,
25292,td,25320,0,0,0,0,2,Why do I play these scary PC games? Cuz im not a pussy and i like being scared shitless,
6957,td,6985,0,0,0,0,0,@ReverendGrim @TitsOfAnarchy  I likes dat name. Dem sand niggers needs to know dare place in da pecker order,
6078,td,6106,0,0,0,0,2,@JerGucci I can trap anywhere I wanna just because I ain't a bitch n in rarely solo.,
26719,td,26747,0,0,0,0,2,nobody understands me besides my day 1 bitch please come back bc I'm tired of these females thinking they know me.,
4535,td,4563,0,0,0,0,2,' That fb profile checker thing fake then a mf  I just added some bitch yesterday and it had me on the top . Fuck fr ?,
16868,td,16896,0,0,0,0,2,RT @Bob_Heller: Whoever called it the lowest common denominator and not stupid pussy number was probably more mature than me and definitely&#8230;,
27009,td,27037,0,0,0,0,2,this is why i love birds. http://t.co/Gk2wiNhBkw,
7475,td,7503,0,0,0,0,2,@Tristine214 I swear des hoes just making up challenges now,
15597,td,15625,0,0,0,0,2,N%a hit the butta slide at the end of that bitch &#128514;,
22519,td,22547,0,0,0,0,2,RT @t_grun: Yeah I checked my connection I have fucking wifi. Did you check if you were being a lil bitch nigga? http://t.co/0kvF0REwjd,
20905,td,20933,0,0,0,0,2,RT @_materialgurlxo: How you leave ya mans dead for a broke bitch most these rap niggas on some hoe shit!!!,
16715,td,16743,0,0,0,0,2,RT @BabyAnimalPics: really bitch? http://t.co/4dvJ9SHRJ5,
4533,td,4561,0,0,0,0,2,' Someone let me know why Drake so cold ? &#1041185;&#1041240;&#1043358;&#1043351;&#1043323; He my favorite rapper  this niggah HARD .,
21438,td,21466,0,0,0,0,2,RT @flavorpill: Why Tori Amos matters now more than ever http://t.co/YIsiAI6S via @nme,
21477,td,21505,0,0,0,0,2,RT @girlposts: i hate when netflix stop &amp; asks if im still watchin like yes u think i got up &amp; started doin somethin with my life bitch put&#8230;,
5895,td,5923,0,0,0,0,2,@I_GotOne awe boy you smell like monkey sex,
16754,td,16782,0,0,0,0,2,"RT @Basedgod_Jaspoo: ""@vintage_monroe_: Beat the pussy in so well her shit still hurting from a week ago"" &#128563;",
717,c,717,0,0,0,0,2,@Amy_Siskind Do you condemn Islam where women are raped killed stoned worth half a man? Where they kill gays? F… https://t.co/JpXnem7NM2,8.77193825931993E+017
24235,td,24263,0,0,0,0,2,These hoes out here be GOIN UP !!!!!!!! But we not at you bitches that's what hoes do !,
20750,td,20778,0,0,0,0,2,RT @_MissBre: Lord. RT @BadSkinWavyHair: RT @_MissBre #SugarCode RT @KiiD_ThatGuy: If you a hoe you a hoe I'm not finna sugar code it,
15169,td,15197,0,0,0,0,2,Man stop acting like faggots and go for the WIN! @Kaepernick7,
897,c,897,0,0,0,0,2,It never bothered me to be a lesbian who never experienced men. I don't necessarily hate them I just don't like how they are.,8.77262417331356E+017
14311,td,14339,0,0,0,0,2,It aint nuffin to cut that bitch off!!!!,
5058,td,5086,0,0,0,0,2,@BlakeAnderson21 thanks Hun! Haha,
26168,td,26196,0,0,0,0,2,damn lol RT @GlobalGrindNews: Janay Rice speaks on the domestic violence costume that mocks her marriage http://t.co/n6ucidNUuU,
27201,td,27229,0,0,0,0,2,you look like your 12 stop talking about fucking bitches &#9757;,
16233,td,16261,0,0,0,0,2,People who never use any hair product are unkept white trash douche bags.,
20618,td,20646,0,0,0,0,2,RT @YoungCon1266: Listen to Charlie Daniels speak the truth &amp; then enlist in the U.S. FREEDOM ARMY at http://t.co/cxzfajqUfV. http://t.co/k&#8230;,
21168,td,21196,0,0,0,0,2,RT @chanelpuke: me: goodnight moon   moon: goodnight lil bitch,
272,c,272,0,0,0,0,2,Is ISIS responsible? That is so horrible! #Banmuslims #NoSharia https://t.co/7Y0gUo8IgA,8.76467691929973E+017
9267,td,9295,0,0,0,0,2,@piersmorgan shut up with your arsenal already you bitch!,
5254,td,5282,0,0,0,0,2,@CharlesBWaffle these bitches need guidance.,
1018,c,1018,0,0,0,0,2,#London community shows solidarity @FinsburyPark as 200 people of all faiths gather -out of 9 M- after van attack https://t.co/OaH6YmBe4C,8.77265861798711E+017
24571,td,24599,0,0,0,0,2,This shit right here nigguh.. #MantanuskaThunderFuck #SativaDominant http://t.co/tDJUj7q0qj,
18882,td,18910,0,0,0,0,2,RT @MikeDevrnja: &#8220;@SavannaaSanford: sucha hoe&#8221; @GAYD69,
5737,td,5765,0,0,0,0,2,@GrizzboAdams @wyattnuckels bitch I got plans to fuck tonight I said friday nigga,
713,c,713,0,0,0,0,2,Live blog: DC Jewish community to hold vigil for Muslim teen killed in attack https://t.co/o81sD5bAm0,8.77194601244672E+017
7750,td,7778,0,0,0,0,2,@_Leeyoo @GoldFlacko niggah I'm not yo lil bro the fuck,
18360,td,18388,0,0,0,0,2,RT @KINGTUNCHI_: These bitches play both sides but get left in the middle!,
7601,td,7629,0,0,0,0,2,@WyattNuckels @grizzboadams hey faggot spell faggot right you dipshit,
11936,td,11964,0,0,0,0,2,Good they trash RT @jerseyzbest74: Niggas ate most of my chips ahoy cookies and the cookies havent been in the house 20 hours yet,
14722,td,14750,0,0,0,0,2,LOL there's a talking monkey live on the internet! Will wonders never cease?,
8481,td,8509,0,0,0,0,2,@grrizzIy right in the fucking pussy,
16347,td,16375,0,0,0,0,2,Profesional sports are only enjoyed by white trash.,
12113,td,12141,0,0,0,0,2,Hate that bitch RT @NYSAnimal Ray Donovan's wife is pissing me off,
7276,td,7304,0,0,0,0,2,@Tamishaa___J I know that bitch don't going nomo,
20466,td,20494,0,0,0,0,2,RT @WayneL_Jr: The nipples determine whether the titties are trash or not,
3516,td,3544,0,0,0,0,2,&#8220;@ALaQuannD: Woaaaahh that coat though lol&#8221;nigga too warm in that hoe,
5872,td,5900,0,0,0,0,2,@IAMQUEENLATIFAH @plated letz getup deep dish vocal mix Nagasaki Hiroshima yellow asian flu ^n emoto ill egg god? http://t.co/CH0XfVEKz9,
9810,td,9838,0,0,0,0,2,@z0mbiedance I know bitches. Let's do something this weekend. Let's bake!,
16364,td,16392,0,0,0,0,0,Punk ass broke faggots.,
3630,td,3658,0,0,0,0,2,&#8220;@CommonBlackGirI: here&#8217;s to all the kids who have never found their name on anything in a souvenir store&#8221; thanks mom for the ghetto name.,
1492,c,1512,0,0,0,0,0,All #Wahhabi #Muslim are Potential #Terrorists  https://t.co/9xh4ffLpT5 #Wahhabism #SaudiArabia #Islam #Quran #ISIS https://t.co/5OqZUnyBQ7,8.74806709465764E+017
27115,td,27143,0,0,0,0,0,which one of these names is more offensive kike wop kraut wetback jigaboo towelhead gook or redskin.,
14796,td,14824,0,0,0,0,2,Let these hoes be hoes. Thats all we know,
26383,td,26411,0,0,0,0,2,http://t.co/ARKGfY02pT&#8221;girl cheeks gone be cold than a bitch,
21896,td,21924,0,0,0,0,0,"RT @kristajayMFC: No mom. Im not ""dramatic /immature"" i just have fucking mental problems and youre a bitch and a cunt.",
20178,td,20206,0,0,0,0,2,RT @The_Searcy: Happy cunt bags&#128076;,
722,c,722,0,0,0,0,2,Muslim Teen Beaten To Death In An Alleged Road Rage Attack https://t.co/NjPnmd50i1 #NewsOneNow,8.77250975727325E+017
19937,td,19965,0,0,0,0,2,RT @TAXSTONE: If YA bitch ex is a nigga u think is lame u might be lame for having a lame nigga old bitch,
18492,td,18520,0,0,0,0,2,RT @KlTTYGIRL: im shitty but i promise u im better than that bitch,
2466,td,2487,0,0,0,0,2, i spend my money how i want bitch its my business ,
8015,td,8043,0,0,0,0,2,@baileymw22 you're the sole reason I come to that chipotle incase you didn't know. Keep up the good work babe,
3079,td,3107,0,0,0,0,2,this weekends going to be fabulous naa man you're seeing nae cunt. If you do they'll be koed in 2 seconds flat. Hate u. #fuckgm,
18031,td,18059,0,0,0,0,2,RT @If_ItAint_B: Miami isn't a good city at all...don't believe the shit you see on TV that city is trash.,
21480,td,21508,0,0,0,0,2,RT @gmaslsk: Oh BO-stop with the speech-like you give one tinkers damn about the kidsthe poorany of the crap you are spouting-you've prov&#8230;,
5313,td,5341,0,0,0,0,2,@Coley_Cee lol bitch u forcin it have a glass of water bitch u a lil thirsty for the puss thang,
23462,td,23490,0,0,0,0,0,Some lying ass hoes lol,
8545,td,8573,0,0,0,0,2,@iAmMarshall27 yeah man all my niggas dipped to the cars and left and I was in a barn getting chased by the ghetto bird,
24820,td,24848,0,0,0,0,2,Unintended consequences of the current fed regulations.  Trays of uneaten food thrown in the trash  Hungry kids.  http://t.co/aaMJhHOW7y,
21054,td,21082,0,0,0,0,2,RT @bankheist: it's always anime faggots that got some shit to say lmao you in love with some damn cartoons lol fuckin nerds,
14686,td,14714,0,0,0,0,2,Know you don't like me cause you're bitch most likely does,
20829,td,20857,0,0,0,0,2,RT @_____AL: &#8220;@KY_YNF: &#8220;@TroyPanamera: Brandon Jennings easily got the coldest bitch ever&#8221; damn near lol&#8221;not damn near that's fact.,
5159,td,5187,0,0,0,0,2,@COK3COKE Now mfa don't wanna spend a dime wit em. Prolly out here yelling money over bitches.,
9074,td,9102,0,0,0,0,2,@mauriokart wtf is ur tumblr bitch,
7208,td,7236,0,0,0,0,2,@SteveWorks4You Stockboy...everyone mocks you.,
25758,td,25786,0,0,0,0,2,You hoes AINT fucking with me &#128526;&#128526; http://t.co/abITIixmhz,
6993,td,7021,0,0,0,0,2,@RodMarley44 fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call,
4486,td,4514,0,0,0,0,2,' I wonder if you females out here ever just sit around and think bout how yall hoes or how unfaithful Yall really is .,
1159,c,1167,0,0,0,0,2,does jeffree deserve hate for being a gay male in makeup? no obviously not. but a lot of people don't have a problem with the fact that (c),8.77274962809295E+017
19494,td,19522,0,0,0,0,2,RT @RealNiggaSherm: I can't trust a bitch I can't trust myself,
11531,td,11559,0,0,0,0,2,Find a big butt bitch somewhere and get my nuts kissed &#127911;&#127911;&#128252;&#127925;&#127925;&#127925;,
18521,td,18549,0,0,0,0,2,"RT @KySportsRadio: For years two fan bases (UNC and Indiana) have said they do things ""the right way"" while UK and others are rogues. My ho&#8230;",
8733,td,8761,0,0,0,0,2,@juicygenie only bad bitches in $roe r u &amp; @flightrisk_,
13417,td,13445,0,0,0,0,2,I told that bitch IDGAF about a Benz bitch!,
26531,td,26559,0,0,0,0,2,it's 2014 bitches need to be ready for the D fellaz! Don't play they games! Let that high school tease shit last a day. #swag,
11223,td,11251,0,0,0,0,2,Don't follow the astros they said. They're trash they said. Well now look at them #astros,
19303,td,19331,0,0,0,0,2,RT @Partyprobs: If you open a beer and don't finish it you are what is known as a little bitch,
16371,td,16399,0,0,0,0,2,Pussy gotta be trash RT @Adolfhibsta: Her love life is so sad lol RT @cqminaj: im so glad khloe k dumped french's ghetto ass,
22250,td,22278,0,0,0,0,2,RT @papigabs: where's the girl I could pack this bowl with? I know u out there hoe quit playing,
4777,td,4805,0,0,0,0,2,@AC_Hussle bitches are hoes don't be surprised,
20405,td,20433,0,0,0,0,2,RT @VersaceLaFlare: All bitches cheat. You just gotta acknowledge its gonna happens so when it does it&#8217;ll hurt less.,
4697,td,4725,0,0,0,0,2,5sos be like: come hang out with us!! but not if u fugly. oh and side hoes to the left thnx.,
15221,td,15249,0,0,0,0,2,Maybe you should eat makeup so you can be pretty on the inside also bitch.,
20455,td,20483,0,0,0,0,2,RT @WatDaFckYouMean: It's my brother weekend bitch!!!!! #LongLiveLilRay,
19068,td,19096,0,0,0,0,2,RT @NickCoyne001: Guys who tweet shit to get a bunch of favorites are on the same level as hoes,
3553,td,3581,0,0,0,0,2,&#8220;@B_Davis0529: SMDH Eagles fans. You a bitch! RT @MikeMiss975: Hey Giants fans: Victor Cruz is over. Dance to that.&#8221; Hey watch it,
15388,td,15416,0,0,0,0,2,My bad dawg. That's yo hoe &#128564;,
25316,td,25344,0,0,0,0,2,Why is Baltimore so damn ghetto &#128514;,
3252,td,3280,0,0,0,0,2,#YesWeDid .....tattoo our bitches to corrupt as many men as possible to #Egypt and being a #cattle #prod #vote&gt;,
4006,td,4034,0,0,0,0,2,"&#8220;@TreMelvin: hoes be like ""omg i love my new comb &#10084;&#65039;"" http://t.co/nuYjUx1SK3&#8221; thought this was Perro",
11349,td,11377,0,0,0,0,2,Early morning beer as a reward for waking up and taking the trash out,
