ds,,count,hate_speech,offensive_language,neither,class,tweet,id
c,97,0,0,0,0,0,RT @LucStenekes: Nothing wrong with a little risk taking every now and then.  #BanIslam #MoThePedo https://t.co/YuIGxShX5Q,8.77935588472627E+017
c,98,0,0,0,0,0,RT @hectormorenco: Make Europe Great Again by taking the refugees and dumping them back in the Middle East.  #NoRefugees #NoSJW https://t.c…,8.77564744713949E+017
c,99,0,0,0,0,0,#Trump #NoSharia #NoRefugees They do not support our values or our #Constitution #FGM #RobertsRooms https://t.co/PMLpDJL4ni,8.77890573084054E+017
c,100,0,0,0,0,0,@US_Army_Vet8 Ghee how about letting them stay in their own country and figure it out. No option for #banmuslims lol,8.74806435699319E+017
c,101,0,0,0,0,0,"@DrMartyFox @KTHopkins This is just the start people are fed up with having to ""tolerate"" muslims and how they act. #BanMuslims #CloseAllMosques",8.76779403237183E+017
c,102,0,0,0,0,0,RT @AMERIOPA: tolerant yesterday tolerant today DEAD TOMORROW! #islamists #RefugeesNOTwelcome #islam https://t.co/0cdAIGMXqM,8.75343452841685E+017
c,103,0,0,0,0,0,@wildflower1961 @Shelly97112 @GodfreyElfwick @piersmorgan Of course - My only requirement is that I can peacefully coexist with my head.  #BANMUSLIMS,8.77640243146445E+017
c,104,0,0,0,0,0,@CNN Hey maybe he could give the money to those refugees he so loves and wants in this country? #muslimban #refugeesnotwelcome #fakenews #MAGA 🇺🇸,8.77754722890928E+017
c,105,0,0,0,0,0,"@johncardillo This can't become ""normal"" here. We have to act now and #BanMuslims or we will forever regret it.",8.77586596060516E+017
c,106,0,0,0,0,0,@cristinalaila1 Globalists LOVE Moslems because they breed like Cockroaches. Islam is used to insure there are plenty of Worker Bees and Consumers #BanIslam,8.77899491604443E+017
c,107,0,0,0,0,0,It's why we must #banislam https://t.co/erDRHpyWbp,8.77902977675211E+017
c,108,0,0,0,0,0,RT @RodStryker: The Birth of #Canada's Armed Anti-Islamic 'Patriot' Three Percent Group! #NoM103🛇 #BanIslam https://t.co/DxF7rkhZlI https:…,8.77944358623785E+017
c,109,0,0,0,0,0,Be like Hungary. @BanIslam #BanMuslims #BanRefugees MAGA @KUtherapy @I_Am_Here_Still https://t.co/7rsnAryaVS,8.74714584401101E+017
c,110,0,0,0,0,0,@cjtfarrell @JudicialWatch F Muslims!! #BANMUSLIMS,8.75758922316956E+017
c,111,0,0,0,0,0,why aren't these people arrested and deported? WTF are laws for? #banislam #Shutthemosques What would happen if Christians were throwing? https://t.co/EtOAVpdrJ9,8.77917133723771E+017
c,112,0,0,0,0,0,@PatDollard That's a shame bcuz look at what the Muslims are planning to do on Wed June 21...  #BanIslam  #NoMoreRefugees #DeportAllMuslims #BanShariah https://t.co/tcymarbcJk,8.76866512195289E+017
c,113,0,0,0,0,0,Islam does NOT mean peace- it means submission- Muslims expect infidels to submit to Islam or die #BanIslam https://t.co/q0DR9BJe3d,8.77888027560821E+017
c,114,0,0,0,0,0,RT @kristinemontel1: #BanMuslims #BanIslam America WILL NEVER be fueled by #ShariaLaw NEVER KNOW THIS https://t.co/gL2OiFTDvk,8.77791136940786E+017
c,115,0,0,0,0,0,@sussex_police I think Muslims are human trash and should be removed from the planet. Please send me to twitter jail. #refugeesnotwelcome,8.7768871685614E+017
c,116,0,0,0,0,0,RT @lionelverney: 💥Islam is the greatest danger to mankind and civilization ~ always has been 💥  #BanIslam #BanSharia https://t.co/7L2MuNsk…,8.7795311586501E+017
c,117,0,0,0,0,0,"Right-wing terrorist attack...Oh wait...guy yelled ""Allahu Akbar"" AGAIN..muslim stabs Cop at #Michigan Airport.  #BanMuslims #NoRefugees https://t.co/CZu3KkAasj",8.77584403425374E+017
c,118,0,0,0,0,0,Makes ME SICK! U SHLD B WORRIED.#BanMuslims Islam is ILLEGAL! Unexpected US City Being WIPED OUT By Muslim Migrants https://t.co/HI0maMuTT2,8.77264675624415E+017
c,119,0,0,0,0,0,@piersmorgan @TRobinsonNewEra You weren't mean. You acted like a buffoon. #StopIslam #BanIslam,8.77912451643318E+017
c,120,0,0,0,0,0,RT @SamInfidel: Today's Lesson On Islam: #LiberalsAreIdiots #Liberals #LiberalsSUCK #DestroyIslam #IslamIsTheProblem #StopImportingIslam #I…,8.77809659536523E+017
c,121,0,0,0,0,0,RT @TSpriDeplorable: And this is the reason the TRAVEL BAN must go into effect Do we want that to happen in The United States? #BanMuslims…,8.75001277377159E+017
c,122,0,0,0,0,0,RT @hectormorenco: Here are #Muslim protesters in #Europe. If they try pull this bull shit here there will be violence. #NoMuslims https://…,8.77560439105663E+017
c,123,0,0,0,0,0,@EngageTheRebels #banislam in US before this happens,8.77908134106288E+017
c,124,0,0,0,0,2,RT @RetireTheLeft: Holy Koran Converts Muslim Imam to Christianity! #RT https://t.co/074nLxz3y6 #BANIslam #TCOT #MakeDCListen #WakeUpAmeric…,8.7789495006677E+017
c,125,0,0,0,0,0,#bullshit ! #deportALLmuslims of the #false #DeathCult invented by #schizophrenic #pedophile #ChildRapist #FlyingHorsePilot #mohammed https://t.co/DkD4N9yTz0,8.76819659617522E+017
c,126,0,0,0,0,0,This is SOP for Muhammadans   #NoMuslims https://t.co/agatse929m,8.76794685653733E+017
c,127,0,0,0,0,0,#BanIslam #BanMuslims Religion Of DEATH's RESPONSE Towards London Tower Fire https://t.co/l03wcLoRzQ War is our best hobby sound of guns,8.76169601809138E+017
c,128,0,0,0,0,0,But but but...I thought Christians slaughtered #muslims bcuz they were blood thirsty barbarians killing in Christs name? #DESTROYislam https://t.co/d6csDTpqHI,8.77328305933894E+017
c,129,0,0,0,0,0,This is what Muslims are programmed to do! #BanMuslims #BanIslam https://t.co/RbCb4mdjZM,8.74883147254702E+017
c,130,0,0,0,0,0,RT @LettGuo: They do not integrate. #BanIslam New York Muslim Kidnaps Girl Calls Horrified Father To Reveal What He D... https://t.co/vp79…,8.7794191361722E+017
c,131,0,0,0,0,0,‘It doesn’t represent anyone’ https://t.co/ktFf7VclLH Go home betch! #BanIslam,8.77954171051418E+017
c,132,0,0,0,0,0,They do not integrate. #BanIslam New York Muslim Kidnaps Girl Calls Horrified Father To Reveal What He D... https://t.co/vp79ydKAaQ,8.77937694306968E+017
c,133,0,0,0,0,2,A Muslim stabs a police officer at a Flint Michigan airport shouting “Allahu akbar.”  #RaHoWa #BanMuslims   https://t.co/SZl0AIcB9v,8.77680319188668E+017
c,134,0,0,0,0,0,@TwitterMoments THIS IS A #FakeDay FULL OF #FakeNews SEND THEM ALL BACK TO FIGHT FOR THEIR OWN 'COUNTRIES'! #WorldRefugeeDay #refugeesNOTwelcome #MAGA,8.77165167280366E+017
c,135,0,0,0,0,2,It was set on fire by #Muslim terrorist! #BanIslam #BanMuslims https://t.co/YbXmYVX6Oq,8.7488231484883E+017
c,136,0,0,0,0,0,RT @Condor_Law: Poland has NEVER had a single terrorist attack - why? No #Muslims!!! https://t.co/F1c2iOsYNO #TravelBan #banMuslims #banIsl…,8.74816591392784E+017
c,137,0,0,0,0,0,Nice going UK @theresa_may WHAT DO U TELL GIRLS rape Victims NOW? I am POS LEADER? Do SOMETHING 2 REMOVE THE TRASH! CLEAN UP UK!#BanMuslims https://t.co/JfCTFjxhsD,8.754614513471E+017
c,138,0,0,0,0,0,@creepingsharia Lock him up!! If he's not citizen DEPORT HIM! Conspiracy to commit a violent crime IS A CRIME! #BanIslam #BanmuslimRefugees #IslamIsIslam,8.77905204905218E+017
c,139,0,0,0,0,0,RT @DavidHarcrow: All muslims should be sent to a muslim country and try to improve their own! Leave us alone. #banmuslims !! https://t.co…,8.77790820589371E+017
c,140,0,0,0,0,0,Gee one might think that it would be a good idea to #banMuslims. https://t.co/i58H1i2Wgd,8.76425502487196E+017
c,141,0,0,0,0,0,SaveYourNations #BanMuslims #EUPlan #MassImmigration #ToDestroyNations #ForGlobalistSlavery https://t.co/S2BPaeXCRf,8.77831365105943E+017
c,142,0,0,0,0,0,Happened in Michigan #NoRefugees #BanSharia Its the same story wherever they go.....rape special privileges No go zones It's ok to say No https://t.co/OG65c3w1YZ,8.77899747629163E+017
c,143,0,0,0,0,0,"Muslims don't want us to find out just what a crock of shit their ""Religion"" is until it's to late! #BanIslam #NoToSharia #IslamIsTheProblem https://t.co/OsmZaDEqYX",8.77915144033944E+017
c,144,0,0,0,0,0,RT @EastBelfast82: Sounds familiar to me! #BanIslam before it's to late! https://t.co/QZN431ZohS,8.77901753378718E+017
c,145,0,0,0,0,0,"@eslamnady91 LMFAO! #MUSLIMS CRYING ""TERRORISM"" WHEN THEY'VE WAGED TERROR ON ENTIRE FREE WORLD FOR CENTURIES! #BanMuslims #DieMuslimDie #FinsburyPark https://t.co/wv9UmzFYoQ",8.76646026089816E+017
c,146,0,0,0,0,0,RT @wagenfire1: #BanIslam Taqiyya purposeful deception! Islam is a political ideology incipient with evil!! 1400 years of history prove it…,8.77944482544726E+017
c,147,0,0,0,0,0,Go back to your own country and fight for it you cowards #nomuslims #WorldRefugeeDay,8.7723040378608E+017
c,148,0,0,0,0,0,Muslims are EVIL #BanMuslims Arabic Speaking Woman Overhears What Muslim Refugees Have Planned And It Will Chill U https://t.co/iZpC7camXu,8.77614242307858E+017
c,149,0,0,0,0,0,On this #WorldRefugeeDay let's remind everyone the innumerable benefits of immigration… Stop #whitegenocide. #rapefugees #refugeesNOTwelcome https://t.co/yAtnWl6plh,8.77233967853974E+017
c,150,0,0,0,0,0,RT @NetworksManager: Gonna get a lot worse if we continue allowing islam. We will lose our freedom to even tell the truth. #BanIslam #DC ht…,8.77880383034991E+017
c,151,0,0,0,0,0,Yeah then go and fuck off back to your Muslim countries where you belong. We're sick and tired of your bullshit too. #DeportAllMuslims https://t.co/Th9L7sLyPD,8.76595594378215E+017
