id,class
571734594011021313,2
569912822504689664,2
568456361052213248,2
564680075564425218,2
568273208903737346,2
564570357303365633,2
568301106394083328,2
567834627664060416,2
564675321652195328,2
562700798543818752,2
568182134801707008,2
564897178770874368,2
569613084936908801,2
573224002795139072,2
571160003479937025,2
576397915049975808,2
576066263916609536,1
573892581614030849,0
598518875261566977,2
565962094198018049,2
571986067462610944,1
603689744967593984,1
575816367191953409,2
576152646593073153,2
572339654554341378,2
562769120174047233,2
569962046848000000,2
572335774554669057,2
597135449086296064,2
572344984822661121,2
563029717906108416,2
603636868434010112,2
575430572144644096,2
566382658347728897,1
598914169195220992,2
598058905491517440,2
564574332970864640,2
576421195198779392,1
565325846932897793,2
596719288066519040,2
569742377553776642,2
567078394458677248,2
603656378515873792,2
563310267635757056,2
563301407684431872,2
576488139931435008,1
576397378883756032,2
597148274009575424,2
596719436821737472,2
573263695108702209,2
572328650097364992,2
598418845372559360,2
597578569728983040,2
598335339585871873,2
563456844106960896,2
562855740076195842,2
594803951700082688,2
576464244834590720,2
595328845131067392,2
598288442775056384,2
563899998673174530,2
598184183018622977,2
571090616311873537,2
599067484595953664,2
572320554654425088,1
567026468463468544,2
598184527391903744,2
570735830647640064,1
573209244628959232,2
595397861409361921,2
574410414454218752,2
566776650621526016,2
572913092687863808,2
576624519630073856,2
572344928069500929,1
563495637958684672,2
576463632969523200,2
568454659532173312,2
566780275116752896,2
565637119625138177,2
571740971920044032,2
597172763493707776,2
573506616374382592,2
576424999096971265,1
564320982060392448,2
595336297570406400,2
571506370186498048,2
594330271735918592,2
568873857383161856,2
563059942081720321,2
596737345879035904,2
563856514205495296,2
568909797526937600,2
563877427277881344,2
572118177162924032,1
574533906797457408,2
574364992373293056,2
599072809420070914,2
573845502099218432,2
594816397525422080,2
576465833028755456,2
575653420054503424,1
599517774570856448,2
563427933499293697,2
565367033676963841,1
572336819020300289,2
576360462893236224,1
571645585817767937,1
598274467043749888,2
599358451685330944,2
576089993245937664,2
573985230358384640,2
596767691496562688,2
603647747686866944,2
569013477336969216,1
572504458132758528,2
568815771733794816,0
603665462241665024,1
598501033057193984,2
576166133729923072,2
597853248339316736,2
595252360550752256,2
595315943460311040,2
572348099953217537,2
576164772808261632,2
572220523800887299,1
576466128442122242,2
568317538875998209,2
565690134428131328,2
564286601203687424,2
597876365635952640,2
575728724999430144,2
571006220451991552,2
598186079036936192,2
564667748911816704,2
563874836376592384,2
595812453407137793,1
568806969726734337,2
595392014100758528,2
575806547491713024,1
603688016889057280,0
564581470518255616,2
571131820244209664,2
570630511585939457,1
572342978255048705,2
575721343586451456,2
597909451950067713,2
573948678966108160,2
574960153205698560,2
570703407830294528,2
566716837274988545,2
573551727707717632,2
595108095392514050,2
572336293725642752,2
565961202866876416,2
563862695938490368,2
568453970718359552,1
575505171985350656,1
573402677532491776,2
563857846672949248,2
572343206479712256,2
576254945768288257,2
576494974776180736,2
596431161506697216,2
571611613893173248,1
598185079819501568,2
562855352459603968,2
570993039256133633,2
595047101374959616,2
571135834478415872,2
564691588824051712,2
598729027113717761,2
572348377318346752,2
564904905073111040,2
603686975242149888,2
575715584186449920,2
597364944821063680,2
602269577305845760,2
597250717716328451,2
564872900692303872,2
572228242725326850,2
573766406149390336,2
563450227412049920,2
562703691783110658,2
571004780513873920,2
600850630794735617,2
574070802422738944,2
576507901302345728,2
598605595537637377,2
573596152093798400,2
573277610932756480,2
567077555551735809,2
563890176166862850,2
564917164683980801,0
565229035735613440,2
594334692645548032,0
568905419390758912,2
566650767701192704,2
564676440579264514,2
573769582168637440,2
596706984860061696,1
571039073093025792,2
596718985539756032,2
575075123557892096,2
566835606823501824,2
570460235598573569,2
570989243067019264,2
603053781115346945,2
571686330696003585,1
568198756841037827,2
597954631335972865,2
570835371207962624,2
572581928907362304,2
576092975467384832,2
574434357198241793,1
599670842662920194,2
568825114759798784,2
563058444715180032,2
567031821192265728,2
571391077099413504,2
566668233869361155,2
576463813966462976,1
566726425756327936,2
565955108438290432,2
576255962429820928,2
573747533383475201,2
563911997587083264,2
564895373152366592,2
599787303368724480,2
598778429329125376,2
572348420821667841,2
573554685073731584,2
568552487956795392,2
595379887843639296,2
594587825321873408,2
576609527828750336,2
562741463931699200,2
568859600541192192,2
598399462550032385,2
564918230146228224,2
571281894077272065,1
572335873158619136,2
595363405558521856,2
572347049787572224,2
572095670632484864,1
572501913029255169,2
565980398514372609,2
564691443080376321,2
595377859973107712,2
595380410537750528,2
598180793215688704,2
563827198344175616,2
565346174484611073,2
595124549806522368,2
597119314903244800,2
565560626525634560,2
569187025288450048,2
569955555915100160,2
563447347397402625,2
572882745476571136,2
570782640837513216,2
598969177764864000,2
603655362714193920,2
563035271642750978,2
598502187631706112,2
563878944886108161,2
568466851539259392,2
594393875281801216,2
572238100811923456,1
576545647379116032,2
564901498962714624,2
576166431919738880,2
598285649305669632,2
565758408947937280,2
594290189767311360,2
599390790440263680,2
571367458147184641,1
571814739648630784,1
566673604276789248,2
576088483850280960,1
603663624792645632,1
563239995297652736,2
565765255108628480,1
563248588382146560,2
598286179994193920,2
563495918935093248,2
573568021882540033,2
598384839004266497,1
597579062542929920,2
595313802989690880,2
563066413628555264,2
573950008967331840,2
599532087792664577,2
572315829531881473,2
565638426968752128,2
568428992958590976,2
599364412521074688,2
574322211936301056,2
603650890990489600,3
574966196602204160,1
570459602682294272,2
567027825132068867,2
571529439122747392,1
568190780801617920,2
563376928019603456,2
576645541376978944,1
576039708829978624,2
565970350740344833,2
595598743719780353,2
598409570076131328,2
563318475540537345,2
573341715534364672,2
569223726006276096,1
574457070725914625,2
562701596921200640,2
575140162021228544,0
572341498827522049,2
594634203859263489,2
572680726161694721,2
565559415718154240,2
603665770061529088,2
562898315982143488,2
564676380344872961,2
568915358691627008,2
574311332838703104,2
566792700272189440,2
575931185869819904,3
573314530614239232,2
571460613685145600,2
575426099183685636,2
599677995301801984,2
564631268701134848,2
576285460135329792,1
575805959735373824,0
596771269929906176,2
574116637298688000,2
572336404568518656,2
568808279167475715,1
563857278638387200,2
573271437391233024,2
576544119855538176,2
603685350763036672,2
599390747004043264,2
574646435062419456,2
573188053692522497,2
571489795672653826,2
597580378920988672,2
564269965260234752,2
573588451536203776,2
597102890189131777,2
599060533178826754,2
572493663357444096,2
575496438429278208,1
572346080911736832,2
573497515187683328,2
563310092183810050,2
572336456590495744,2
598764907060801536,2
565042359285469185,2
571851437510139905,1
571739737368633344,2
564924756512628736,2
596034401743450112,2
575433429036048386,2
595788335144132608,2
571357434683338753,2
565361171034013696,2
576406376848691201,2
576424537065156608,1
575844901083987968,1
566789174754549760,2
574428659206897664,2
573954256211849216,2
572347584339046402,2
594939237457330176,2
572337448337817600,2
603656299088314369,2
597871216532135936,2
602234305172131840,2
568231567698472961,2
573224347520921600,2
602098682004013058,2
594912136121294849,2
596582333844566016,2
575739325758963712,2
568803754180390912,2
565091498790617088,2
566315686587564032,2
565765241922134016,2
572345254256373761,2
565594602502369280,2
568666819877146624,2
596744902836244481,2
565963146259877888,2
571469361791307776,1
563498901831815168,2
572319306387599360,2
575779556285681664,1
597147335768940544,2
575763554155917312,2
594308610588413952,2
571282249917861888,1
575713989746913280,2
563894510212505601,2
576058917228294144,2
569174541521563648,2
569998319449038848,2
594300607852187648,2
571800847140708352,1
569184919068352512,2
571725985244045312,2
573225372176687105,2
572322208518823936,2
570863818202488832,1
563378204165955585,2
576253444685598720,2
563876639109414915,1
574446388211154944,2
603674345341333504,2
568664766194954240,2
603672341743280128,1
598757071379566592,2
599713338583453696,2
571404378692837377,1
572337408982708224,2
571013462744109056,2
571169798391861250,0
564906988761399297,2
562785889450229762,2
569715570699927552,2
603687727222169601,1
576184066250178560,2
570834831648497664,2
599092537547042816,2
596969114842726400,2
565347516603203586,2
576088906455642112,1
573597992713744385,2
563554838173057024,2
603652914960330752,1
569202357428297729,2
563084737183756288,2
568178911516889088,2
566766581024559105,2
574389407802753025,2
563814474579066880,2
568839622899290112,2
596962309248929792,2
595425459862642693,2
562709884702306305,2
576464354188509184,2
564903649382367232,2
597147524751757313,2
564918316213350400,2
572117552492642305,1
596824678846435328,2
571007334996156416,1
567047758507290626,2
562942941300535298,2
576163562651037696,1
568432767060418560,2
570816565169430528,2
568905505097293824,0
569179891746222080,2
598414194703085569,2
567086352227790851,2
603678043975069696,2
565752006250618880,1
575767666691977216,2
572339928408965120,1
571577108385927169,1
568230682536730625,2
576137147595509760,1
573267318387523584,2
568189126379319296,2
564630993554788352,2
564573353277919232,2
597871606115868672,2
572336406053322753,1
574385812143374336,2
603688341511495682,2
564672521778126848,2
567114026853740546,2
596962196648636416,2
575754069316403200,1
575843009109098498,1
603659761545027584,2
576414857571926016,2
565359859752009730,2
565094991370788864,2
566320147720581120,2
570990261473406976,2
569605731386728449,2
572989549715988480,1
575353504836923392,2
571005502794002432,2
571726692768587777,2
573772866467946497,2
565983822899343360,2
565042535739834368,2
574959818521190400,2
576528026814451712,2
594284436985946112,2
563856212702150656,2
575710693304872960,2
571926780732416000,1
603671183201009664,1
563449833885687808,2
563862830336585728,2
595336064581013504,2
573946144746684416,2
571000231334031360,2
598776372232724481,2
566795722964869121,2
573693983798353922,2
575430001744420864,2
562943218783117312,2
570653588847853568,2
562715080912293888,2
595306716880711680,2
595383236110454784,2
598975175497945090,2
573388176770785280,2
603657871226732544,1
594586044663664641,2
568860629819195392,2
562867694769541121,2
594587523541639168,2
566314345530150912,1
571913858538868736,1
599065219453726720,2
565955126863872001,2
598828637995945985,2
569742963816837120,2
573223808712249345,2
568203801829642240,2
565228881926320128,1
575766862773911552,2
572339939733446658,2
597550937218121728,2
603682124785389568,2
596730741490253824,2
571426108249284609,2
576537703744835584,2
571729034163318784,2
574393777483202560,2
570843346056249344,2
594580973221613568,2
576536770382147584,2
603679795579396097,1
566794104332234752,2
564586797942861825,2
596367595902607360,2
598186184527843328,2
595008786160492548,2
570787142714028032,2
576671116799778816,2
595310566060732416,2
571025771491401728,1
576253395805167616,2
576540529166450688,2
569219399191638017,2
575128461804621824,2
571392840267223040,2
563455277580558336,2
599067357307252736,2
573369416840187904,2
598413669353947138,2
571721797818699776,2
576516693008064512,2
564903725827776512,2
594283539144794112,2
576761020498124800,2
568179454326935552,2
603685840422854657,2
570965721422827520,0
569182264648540160,2
565346006360129538,2
565351786144600064,2
569174334381535233,2
565755662349901825,0
596820217163948032,2
576096981036052481,2
563875578462236672,2
595426281707143169,2
565977970339479552,2
565541540651884545,2
572489311620218882,2
594570300785709056,2
564286541371936768,2
595047356053065728,2
597135566812000256,2
595242564501970947,2
603665270947774465,1
575490572573523968,1
571044510546993153,2
570757526846881792,1
576462331556691968,2
562856460028489729,2
596732380523593728,2
576089899566157824,2
572335679784423424,2
572235875435741184,2
566336114223378433,2
599672437291163648,2
565657983544479745,2
570624764110344193,2
596830181743992832,2
572337900366385152,2
595334994249195521,2
563492676394160128,2
575010632887595008,0
576564751372828672,1
565363897289682945,2
571012977152958464,1
571124478090055680,1
564963844066263040,2
569953538178035712,2
563241647987646466,2
565696238893666306,2
565096417463500801,2
568183775047233536,2
572328240993464320,1
565981950130008064,1
599811402669248513,2
599115337037008896,2
603677430813949952,0
576422452173017088,2
575417893304688641,1
575380008685867010,2
565755092125888514,2
572336523674177536,2
565362000126283776,2
573185687287042050,2
568432961571287040,2
573402852057456640,2
575750626195468288,2
575418965377163264,1
568274790361886720,2
563082526567448576,2
575709859942789120,2
575605236464795649,1
598777555265540096,2
569629006913384448,2
575910293353537536,2
595093329311715328,2
576559529967554561,1
576462138073448448,2
596968956218322944,2
571395549930262529,2
569901707787792387,2
595043794984251392,2
595817633620086784,1
567838013754994688,2
564776001717022721,2
572335171862593536,2
573947753845293056,2
596760394095460353,2
571199002944737280,1
562697338482077696,2
569179609356328961,2
570692845293703168,2
563318364219531264,2
571712242976100353,2
570838020816900096,2
576137041806782464,1
597948073914990592,2
564691340013740032,2
565361801387606017,2
565761180011356160,0
568301299831189504,2
565367506190471169,2
573589175171072000,2
598521161002029056,2
598020688033632256,2
574646679279788033,2
594330323392933890,2
572336262150897664,2
571000706993299456,0
566477123024846849,2
572338568133132292,2
568672012215795712,2
571090307590131714,1
573350823314386944,2
567887859580928000,2
574845681988304896,2
570728725882540034,1
575650760307929089,1
595334232202825730,2
595376073983983616,2
572577632514007041,2
572173463819063296,3
566050030508077056,2
571349878762156032,2
598181176847667200,2
566717344680910848,2
572347148173369344,2
576463772568551424,2
563595897154465792,2
570793984596901888,2
575454310332375040,1
572344053641043968,2
566466650862813184,2
576471398044008448,2
574065194852220928,2
565758021037719552,2
564572120714600449,2
570996437409865728,2
574261286122344449,2
573981955760386048,2
597423673159524352,2
571394466830901248,2
571739526579785729,1
563769266105622528,2
597558168655298560,2
575666746817953792,1
575713800399224832,1
562877787045101568,2
596800936166567936,2
569898202213646336,2
576551308611559424,2
564731828326510593,2
568667873201164288,2
572347842456522752,1
564926351476404224,1
573596069763792896,2
598042641708687360,2
563231555296829440,2
571160653412433922,2
594767144342040576,1
601868528799494144,2
572339216178270208,2
575859617357430784,1
573282600300621824,2
566643465304670209,2
575737415043784704,2
603662972905357312,2
595166563516329985,2
573703740017913856,2
576131891247640576,1
603677434634973184,1
563449577215250432,2
576466830778216448,2
563878558804619265,2
569181332661673984,2
576489320196022272,2
599062679215443968,2
576413268694044672,2
576052642356469760,1
571172101924610049,2
564670175828377600,2
571720318550614017,2
563306145444425728,1
575641318845644800,1
572015605575892992,2
575669440429309952,1
594916391787966464,2
570847540561588224,2
576010156183552001,1
573975980500381696,2
598714743440805888,2
565763294519361536,2
568674999189381122,2
598500147627077632,2
595384639138725890,2
575884494403567616,1
573282816684736512,2
563857142906494976,2
575531990402924544,1
564924370666020864,2
602232880790695936,0
594775988401086464,2
566476999787417600,2
595381448540041216,2
575428745982386176,2
565981749122199552,2
563322925944553472,2
562777641145888768,2
566067783457591297,2
563876571174301696,2
576166336881029120,2
603650137965998080,2
562698077753331712,1
570778228245180416,1
603694750097612801,2
563835280298233856,2
563201710269554689,2
573278039473168384,2
568872909017468928,2
595367309683752961,2
573982877022470144,2
567089475247800320,2
572608579376562176,2
564673810356379648,2
568911187611484160,2
570818468989116416,2
570775709343461377,1
573402516269883392,1
576439158085816320,1
565321739618775040,2
564904039528157184,2
573210239266250752,2
571716531597389824,2
599484295028215808,2
576644080710656000,1
574300687313465344,2
598427584855060480,1
570992592084561921,2
594298948753367040,2
572346914462560257,2
563498153739956224,2
565980275654803456,2
563034338183639040,2
568444018083770368,2
572342238459514880,2
575708782983913472,2
595374144897863680,2
565363574684778498,2
574368664419368960,2
573021816026890240,2
603663448531152896,1
603592098420523008,3
572442015331323906,2
596379057475833856,2
573225606885724162,2
598049536292950017,2
571219190691921920,1
571545796950147074,1
574474944509255680,2
576533294789046273,1
568859382751952898,2
576532699046883328,1
573943210608738304,2
575859442027098112,1
595097983898787840,2
565760430325661696,2
576250945794797569,2
566313975835787267,0
602199444587675649,0
563895429054468097,2
572344763346636800,2
575730835007000577,2
562765681373224960,2
575709530501177345,2
569957775289118720,2
572337994360745985,2
576092394921332736,1
569324508512854016,2
576197630734131200,2
572336674975326209,2
576529310082736128,2
597914744192794625,2
572336655018823680,2
563420565130588160,2
573203460654415872,2
574965520857849856,2
595324115545825280,1
563026881512226817,2
572347415400857601,2
564724346938077184,2
597897228590583808,2
575805575264518144,2
575551303964889088,1
575443531679973376,2
573775094813589505,2
568821274127917056,2
572094235387822083,1
565041169826979840,2
568875785974493184,2
569010451872219137,2
568825969517027328,1
596898005589995521,2
566317770431012864,2
571714646303879169,2
571027663092994048,1
567026133837676544,2
563378805360709634,2
563759026639339520,2
597341268939657216,2
576543432568508416,2
599380212208373760,2
575835885410914304,1
574364504496078849,2
599422712126148610,2
575895800108077056,2
562742638391353346,2
595280063081226241,1
567090519986036736,2
599021438750695425,2
564925317299453952,2
566837194971561985,2
575728442898956288,2
565034013341937664,1
566492055451365376,2
573281414008864768,2
599122797831421952,2
568552552037363712,2
568437545794555904,2
603687180955955201,2
569614400677490688,2
595306440253833216,2
565328067942678528,2
568822167988600832,2
594390590378246145,2
575429321034067968,1
568443777402011649,0
568820563772198912,2
568816547818393600,2
564701783113494530,2
562884029985599488,2
571355978823700480,2
571085052366462976,1
571577649379864576,1
597514893672124418,2
567066162135982080,2
596479396870955008,2
576424651775041536,2
597102227610685440,2
597273732277620737,2
569174207860383744,2
597341156662321153,2
572344614910349312,2
576100393127575552,2
562780875625336833,2
574460930404167680,2
596119838214328322,2
594297359091150848,2
597348234349023232,2
597102691538509824,0
595306283906912256,1
603653475424141312,2
571450760552058881,2
573949262087610369,2
598049462670364672,2
576608193494716416,2
597109794269302784,2
576532392392798208,1
570997458916016128,2
565324410790641666,2
562744702395777024,2
572877958441930753,2
600950339408416768,0
599055540547821568,2
597548598964985856,2
603598912725917696,1
569180902695137280,2
570994383450808320,2
596827375964323840,2
595044307578454016,2
596953720820105216,2
576555757639860224,2
596731467956232193,2
595104372448624640,2
562704183242285057,2
563059360700837890,2
576094714543247360,2
568291573475078145,2
563365350662623232,2
572342059601801216,1
563551557543686144,2
319399851215433729,2
598888587002716160,2
568815408859361280,2
569943167639777280,2
569967307193065473,2
571012280072056832,2
597700890858954752,2
594936972973510656,2
576178036942352384,2
576612792968437760,2
571953318953660416,1
569011929122893824,2
565420092612431873,2
566726571990736896,2
568438895009865729,2
576252105817604096,2
575128098049404928,2
570830411783413760,1
564226695285063680,2
572345888258981888,2
565954974291881984,2
594587741255405568,2
573278057869361153,2
568825637424599040,2
565364984977559553,2
575773975457886208,2
599357596701593602,1
576442332377063424,1
563042612815618049,2
570653131903623169,2
565752781404139520,2
563026328581328898,2
568137044095930368,2
571349195610681344,2
571684756385087488,1
594322548101226499,2
597102408083214336,2
598974450705375232,2
596745029009281024,2
572336572021927936,2
566769962191421440,2
576435630395170817,2
569476027077955584,2
595092204189659136,1
572858659794898944,2
596357010259480576,2
562741134888558592,2
594653603198992384,2
563813698083774465,2
566308144885010432,2
565754223963684867,2
569008759646728192,2
571416203261911041,2
576175035271901184,2
597116009770680320,2
594590205681635328,2
567026970169315329,2
572593396369395712,2
573264145748893697,2
595250919266070529,2
572337632375513089,1
598412084884348930,2
569219530464997378,2
570078416076083200,2
576110203529273345,1
572000403585294336,1
576515212511178753,2
570792783016886272,2
599531476196036608,2
572604466169454593,2
567888662752403456,2
595238964488839168,2
564612071434633217,2
566834421186039808,2
603694339110400000,1
563300099296464899,2
597125543117524993,2
572947219717857282,2
564960026700152832,2
598502011269554176,2
575723127633653760,2
597205921111023617,2
594299445686112256,2
594946370114424832,2
570428003798294528,2
573547851449421824,2
574310253501640704,2
563880249083957250,2
572338814716272640,2
563036209744969728,2
562770898214989824,2
576495283091046400,2
567090901365706753,2
563881381885800450,2
599062574798213120,2
571741520618921984,2
564678682678018048,2
564900941594243072,2
572342944256032768,2
597578835094163456,2
562726266097659904,2
576480836788207616,2
568443357925482496,2
566478129871335425,2
571742151786168320,2
564679733053362176,2
573982272962961408,2
567020719913967616,2
566314154878070784,2
569336261489532928,2
569753980227551233,2
598510116749512705,2
573180797445795840,2
574606296583925760,2
576267870914494464,1
563379886283161600,2
576438945619136512,1
576506891674755073,2
599707514490388480,2
563240615597465600,2
575733850657189888,2
566793157983993857,2
564631929626959874,2
571711991804370944,2
566782677886697472,2
568875227456761857,2
598335422024921089,1
575820927650430976,1
568851432037847040,2
598402811634782209,2
598396596611514370,2
568187892742295552,2
563768600662528000,2
596952539586670594,2
575579627650969600,1
599526503571853312,2
595372741475180545,2
567077588435079169,2
565640127943565313,2
599721071281999872,2
569185588076679168,2
571460334675845120,2
571742086808018945,2
568433395388137472,2
603685679294480385,2
595369270332133376,2
572341307584073728,2
564907442417315840,2
563412461647175680,2
563760226768134144,2
569995975046991872,2
564932925653663744,2
596772646420750336,2
575625917428547584,1
598914078543720449,2
594444117158989824,2
576164408168091649,1
571789775964921856,1
566674362380476416,2
571179975497248768,2
572341016407109632,2
575425508894097408,2
597869482141331456,2
569996634832003072,2
565757787234631680,2
597563621858676736,2
571154692043972609,2
598187662474752000,2
595338085916741634,2
571701392974458880,1
565030714815442944,2
565368038309244928,2
567835583092924416,2
573180997631537152,2
574717516645269504,2
568444627973332992,2
573387929713696768,2
567090167765143552,2
575376249763205120,1
571715507994296320,1
566766233526468609,2
595342527525359616,2
574446468460752897,2
565359542352220163,2
595101468681605123,2
573243928863891457,2
568663869029113856,2
576082415464132608,1
563246128200572928,2
567044960730349568,2
598430025784766464,2
603665227385851904,1
595295508328906752,2
575515174393806848,1
571123101611794433,1
570794268916215808,2
595007980170452993,2
565981085478449152,2
576168840062771200,1
597101901465784320,2
576127900874895360,1
595307760515813376,2
564575446902136832,2
573954591814873089,2
572016020606468096,2
573745006575423490,2
603655760569049089,2
571718191254134784,2
573366540063535105,2
576423472953470976,1
569955739722059776,2
571138483789520896,2
597345003011055616,2
563184518320771072,2
598320551375962112,1
576539001621909504,2
571301628973707264,1
571715154242506753,2
575570881977663489,1
563874714884382720,2
564681656984805376,2
595042034932580353,2
599373724672856064,2
573595977640103937,2
597882549122125824,2
573278071106637824,2
572347461634695168,2
576425118592827392,1
571105380945698817,2
576539902935863296,2
576518397141323776,1
570998598109831168,1
598977479491985408,2
571473794130309120,2
563556915230158849,2
571682811326947329,2
572336245361139712,2
599715198044254208,2
574298169640554496,2
568456747167252480,2
570018879415541760,2
572942312856137729,2
576493762056093696,2
563055164303900672,1
573226543448633345,2
568671318545014785,2
595303659333754880,2
572008655681425408,1
596949224731770881,2
576416800801443840,2
596523377604497408,2
563880472967540736,2
572343212326572032,2
598494346027995136,2
572340883489615872,2
571429918602452992,2
603683728934731777,2
573244067867332608,2
573775605621071874,2
563232127622201345,2
572583123235442688,2
572336558885367809,2
597878486368276480,2
599092925331476480,2
575293557726011394,2
574424805732040704,2
594600584281362432,2
568673232821170177,2
567104525274583040,2
573945750612238337,2
571363052140040192,1
572261642555265024,1
565438533331320832,2
594802005685633024,2
576572995822583808,2
599138917665767424,2
598510521596268545,2
563240041112035328,2
572338390630154240,2
572338808705847296,2
573253466593751041,2
571877342215184384,2
576546215099142145,2
566660013180325888,2
563852290524581889,2
564675186994073602,2
564569724906790912,2
565345273803993089,2
570932220292149248,1
569898813625802752,2
562781630893682688,2
571885613965836288,1
572338645950062593,2
567355085823299585,2
597714450389409792,2
575155573370421248,2
595382613939912704,2
595334518136967168,2
575353762690301952,2
574365544893186048,2
576607445692256256,2
563234321482252288,2
565040050660859905,2
576465763273326592,2
566461432922128385,2
565368094542274560,2
563085551776313345,1
573423922764365825,1
567071591922548736,2
576580896926654464,1
562876448831451136,2
596827101405184000,2
576208284178223104,1
575546120077733888,2
603691116261584896,2
572947377788592130,2
572094192983408641,1
603675205479702528,2
573295045161304065,2
571456646699819008,2
594609639544655872,2
568805757417758720,2
576043748058099712,2
575755166428889090,1
570831800966053888,2
575528792724226049,1
572967857480339458,2
596967590154543104,2
572335301969854464,2
597128265782824961,1
